CompoundCityId,cityId,stateId
110507-58,110507,58
111958-26,111958,26
126930-11,126930,11
110537-23,110537,23
104356-57,104356,57
107306-34,107306,34
100834-21,100834,21
107393-17,107393,17
127506-15,127506,15
128739-45,128739,45
119971-58,119971,58
108799-6,108799,6
109757-23,109757,23
113467-22,113467,22
124846-31,124846,31
116670-44,116670,44
106723-23,106723,23
116340-35,116340,35
123834-17,123834,17
112255-19,112255,19
101755-58,101755,58
123241-9,123241,9
111407-29,111407,29
117388-40,117388,40
99745-46,99745,46
103089-19,103089,19
112096-18,112096,18
124579-44,124579,44
116696-9,116696,9
99926-19,99926,19
100536-22,100536,22
100633-17,100633,17
109226-17,109226,17
113084-36,113084,36
120316-44,120316,44
113518-45,113518,45
103405-9,103405,9
104373-9,104373,9
119288-38,119288,38
106977-55,106977,55
116184-9,116184,9
124906-9,124906,9
125277-20,125277,20
117203-45,117203,45
127067-30,127067,30
127411-23,127411,23
117720-46,117720,46
126183-46,126183,46
132245-55,132245,55
127333-22,127333,22
131076-32,131076,32
146576-27,146576,27
122226-9,122226,9
103544-28,103544,28
126410-22,126410,22
125928-21,125928,21
126371-38,126371,38
128162-29,128162,29
106262-45,106262,45
115512-35,115512,35
103581-21,103581,21
111426-35,111426,35
117475-17,117475,17
102149-45,102149,45
104244-34,104244,34
121320-6,121320,6
107027-58,107027,58
105028-35,105028,35
128071-20,128071,20
129142-6,129142,6
118300-20,118300,20
100205-9,100205,9
126408-21,126408,21
109949-22,109949,22
111166-21,111166,21
111762-44,111762,44
105775-7,105775,7
110277-58,110277,58
101983-55,101983,55
107436-14,107436,14
99517-24,99517,24
118957-30,118957,30
122166-28,122166,28
113428-14,113428,14
117205-17,117205,17
103936-27,103936,27
120693-30,120693,30
127795-58,127795,58
115438-15,115438,15
111943-24,111943,24
114775-48,114775,48
122007-22,122007,22
112225-22,112225,22
101530-31,101530,31
108757-36,108757,36
114219-44,114219,44
104254-14,104254,14
127030-55,127030,55
108990-27,108990,27
113327-46,113327,46
127469-36,127469,36
128416-17,128416,17
110346-46,110346,46
120373-27,120373,27
121079-20,121079,20
125626-28,125626,28
103657-26,103657,26
114185-20,114185,20
101760-13,101760,13
121650-17,121650,17
105776-9,105776,9
108482-9,108482,9
103451-17,103451,17
110402-44,110402,44
122007-48,122007,48
130462-34,130462,34
106302-36,106302,36
108622-29,108622,29
109715-49,109715,49
116249-46,116249,46
101060-32,101060,32
127517-18,127517,18
147389-45,147389,45
103663-28,103663,28
119924-22,119924,22
118213-46,118213,46
132911-22,132911,22
114450-19,114450,19
132727-30,132727,30
116681-28,116681,28
129227-35,129227,35
111564-44,111564,44
101725-30,101725,30
119615-19,119615,19
101139-6,101139,6
119289-28,119289,28
130576-58,130576,58
104082-31,104082,31
120984-49,120984,49
124868-38,124868,38
129215-22,129215,22
129103-5,129103,5
116711-46,116711,46
122516-9,122516,9
100578-21,100578,21
101592-29,101592,29
132861-29,132861,29
106618-36,106618,36
105104-9,105104,9
114440-26,114440,26
103914-21,103914,21
132372-15,132372,15
111912-27,111912,27
103187-22,103187,22
104152-55,104152,55
123388-20,123388,20
128581-24,128581,24
101144-28,101144,28
122207-44,122207,44
131038-22,131038,22
100875-55,100875,55
116478-18,116478,18
123388-45,123388,45
131507-46,131507,46
110097-28,110097,28
107314-34,107314,34
113157-58,113157,58
124648-28,124648,28
103657-17,103657,17
128530-36,128530,36
129407-20,129407,20
106608-15,106608,15
112715-45,112715,45
113035-30,113035,30
102917-28,102917,28
122272-9,122272,9
131955-44,131955,44
110522-38,110522,38
124262-19,124262,19
103581-6,103581,6
118292-36,118292,36
111506-46,111506,46
103793-22,103793,22
100469-9,100469,9
100542-19,100542,19
107932-22,107932,22
105291-17,105291,17
118140-45,118140,45
120155-11,120155,11
116733-9,116733,9
129058-10,129058,10
100694-23,100694,23
104037-22,104037,22
99784-35,99784,35
116872-35,116872,35
103745-49,103745,49
121811-30,121811,30
117687-17,117687,17
105185-40,105185,40
125704-19,125704,19
113761-19,113761,19
116041-38,116041,38
113180-17,113180,17
132582-21,132582,21
118660-15,118660,15
120336-11,120336,11
131056-9,131056,9
132773-20,132773,20
114611-16,114611,16
147069-15,147069,15
114518-26,114518,26
105279-14,105279,14
100938-22,100938,22
126802-22,126802,22
116474-9,116474,9
104459-28,104459,28
147062-30,147062,30
112831-46,112831,46
131851-58,131851,58
110372-19,110372,19
103089-45,103089,45
117691-26,117691,26
107184-30,107184,30
115530-44,115530,44
104409-30,104409,30
119326-19,119326,19
112215-58,112215,58
117271-58,117271,58
120560-49,120560,49
128504-17,128504,17
111286-31,111286,31
118147-24,118147,24
103107-19,103107,19
122879-58,122879,58
125810-24,125810,24
116810-44,116810,44
117103-44,117103,44
102921-28,102921,28
121032-9,121032,9
123244-44,123244,44
123275-31,123275,31
105709-27,105709,27
107326-15,107326,15
108517-31,108517,31
101759-11,101759,11
120627-19,120627,19
120034-19,120034,19
100668-43,100668,43
103874-27,103874,27
104738-9,104738,9
105294-9,105294,9
120444-21,120444,21
108012-36,108012,36
111224-6,111224,6
128116-21,128116,21
132009-45,132009,45
108012-17,108012,17
122321-30,122321,30
130754-21,130754,21
111175-45,111175,45
125635-7,125635,7
109066-32,109066,32
114994-39,114994,39
109521-40,109521,40
113107-19,113107,19
105923-19,105923,19
109592-24,109592,24
124383-45,124383,45
106508-6,106508,6
113179-23,113179,23
116812-9,116812,9
122584-23,122584,23
132525-48,132525,48
125354-30,125354,30
107548-44,107548,44
132244-20,132244,20
120153-9,120153,9
114272-4,114272,4
105590-24,105590,24
132189-19,132189,19
132731-30,132731,30
108708-30,108708,30
123529-34,123529,34
145975-27,145975,27
111252-26,111252,26
114952-58,114952,58
103657-18,103657,18
119918-44,119918,44
107996-26,107996,26
132473-7,132473,7
104971-18,104971,18
105295-17,105295,17
121505-31,121505,31
126156-31,126156,31
113554-34,113554,34
104006-9,104006,9
120516-24,120516,24
125973-45,125973,45
131080-17,131080,17
106425-26,106425,26
104543-46,104543,46
124986-19,124986,19
101161-40,101161,40
119972-58,119972,58
108810-36,108810,36
104905-44,104905,44
128595-44,128595,44
119123-58,119123,58
110228-45,110228,45
111796-48,111796,48
108817-30,108817,30
101356-36,101356,36
130410-17,130410,17
99901-10,99901,10
110104-49,110104,49
117513-22,117513,22
124215-26,124215,26
106139-57,106139,57
109624-44,109624,44
112559-38,112559,38
132585-17,132585,17
108069-35,108069,35
128029-18,128029,18
114385-28,114385,28
118318-48,118318,48
108473-45,108473,45
100701-27,100701,27
122862-44,122862,44
125618-31,125618,31
128547-58,128547,58
110655-26,110655,26
111249-21,111249,21
107478-17,107478,17
104630-48,104630,48
108608-21,108608,21
146648-9,146648,9
114257-58,114257,58
106908-58,106908,58
119828-27,119828,27
131223-58,131223,58
132231-44,132231,44
105738-27,105738,27
112419-30,112419,30
110709-15,110709,15
114037-44,114037,44
114907-28,114907,28
100974-29,100974,29
100176-39,100176,39
107019-17,107019,17
116179-46,116179,46
118657-26,118657,26
124402-35,124402,35
116826-44,116826,44
123768-9,123768,9
105948-36,105948,36
106590-15,106590,15
114223-9,114223,9
120722-29,120722,29
123706-9,123706,9
131126-27,131126,27
100872-34,100872,34
124126-20,124126,20
104083-28,104083,28
116451-9,116451,9
100037-22,100037,22
116626-20,116626,20
109232-32,109232,32
132798-29,132798,29
107012-5,107012,5
111692-35,111692,35
128862-31,128862,31
112544-22,112544,22
99619-15,99619,15
118929-34,118929,34
124859-30,124859,30
112971-48,112971,48
103177-28,103177,28
109362-26,109362,26
100248-46,100248,46
120175-24,120175,24
112549-48,112549,48
105731-44,105731,44
147352-46,147352,46
113500-32,113500,32
129137-7,129137,7
102084-49,102084,49
106476-30,106476,30
114279-22,114279,22
102247-9,102247,9
123281-14,123281,14
127871-48,127871,48
112705-40,112705,40
116910-17,116910,17
131466-49,131466,49
112338-58,112338,58
123492-28,123492,28
111829-28,111829,28
126851-17,126851,17
125267-44,125267,44
126223-24,126223,24
126797-44,126797,44
129079-9,129079,9
129090-23,129090,23
131820-44,131820,44
117605-18,117605,18
121860-36,121860,36
99620-20,99620,20
105141-45,105141,45
125248-7,125248,7
111734-26,111734,26
111891-18,111891,18
124626-34,124626,34
124855-17,124855,17
145271-58,145271,58
108568-49,108568,49
123065-30,123065,30
131586-30,131586,30
132910-22,132910,22
109043-58,109043,58
110860-46,110860,46
121050-15,121050,15
122285-55,122285,55
114271-17,114271,17
117904-58,117904,58
121868-22,121868,22
111912-45,111912,45
118600-30,118600,30
108990-9,108990,9
100536-19,100536,19
104356-34,104356,34
118549-10,118549,10
124511-38,124511,38
127371-32,127371,32
113004-58,113004,58
131804-24,131804,24
119803-23,119803,23
103806-28,103806,28
120493-9,120493,9
124203-46,124203,46
119487-30,119487,30
126854-45,126854,45
106330-22,106330,22
107470-6,107470,6
100226-30,100226,30
126700-44,126700,44
115915-40,115915,40
102738-28,102738,28
126718-9,126718,9
101675-28,101675,28
132967-9,132967,9
114759-40,114759,40
120775-46,120775,46
128875-22,128875,22
110333-35,110333,35
112252-35,112252,35
124641-57,124641,57
111283-58,111283,58
111794-34,111794,34
131681-46,131681,46
103641-22,103641,22
109839-17,109839,17
125378-40,125378,40
118683-10,118683,10
118741-17,118741,17
119756-17,119756,17
102204-44,102204,44
119836-27,119836,27
128903-32,128903,32
109672-10,109672,10
114248-44,114248,44
117311-21,117311,21
132872-20,132872,20
100680-45,100680,45
143710-45,143710,45
108206-17,108206,17
102867-9,102867,9
104989-29,104989,29
118665-17,118665,17
127711-7,127711,7
124614-55,124614,55
125330-44,125330,44
132838-22,132838,22
103061-45,103061,45
104711-45,104711,45
125529-28,125529,28
130721-45,130721,45
117736-6,117736,6
112182-44,112182,44
112638-55,112638,55
131355-18,131355,18
114045-46,114045,46
107049-21,107049,21
120958-58,120958,58
106303-26,106303,26
117899-58,117899,58
125412-31,125412,31
131946-24,131946,24
108732-22,108732,22
104945-13,104945,13
127312-58,127312,58
113421-28,113421,28
103282-21,103282,21
122695-9,122695,9
108022-28,108022,28
99670-18,99670,18
103584-46,103584,46
118581-17,118581,17
124206-17,124206,17
115576-30,115576,30
102160-30,102160,30
103669-19,103669,19
103714-48,103714,48
132027-45,132027,45
112841-24,112841,24
119052-22,119052,22
131211-35,131211,35
117822-17,117822,17
126425-45,126425,45
144076-28,144076,28
119005-30,119005,30
125474-45,125474,45
112219-22,112219,22
99745-18,99745,18
111025-34,111025,34
122693-30,122693,30
118768-31,118768,31
131550-30,131550,30
107345-14,107345,14
112663-22,112663,22
125929-39,125929,39
132905-17,132905,17
115453-36,115453,36
116105-46,116105,46
127566-21,127566,21
132367-15,132367,15
115567-45,115567,45
145637-27,145637,27
127473-19,127473,19
113990-46,113990,46
110118-9,110118,9
100633-9,100633,9
123363-30,123363,30
131035-13,131035,13
123640-29,123640,29
101758-22,101758,22
117040-29,117040,29
108494-38,108494,38
115956-19,115956,19
99666-29,99666,29
119808-49,119808,49
128749-19,128749,19
112437-45,112437,45
126397-9,126397,9
131108-20,131108,20
116317-9,116317,9
126329-19,126329,19
99501-19,99501,19
142817-27,142817,27
127043-27,127043,27
105221-19,105221,19
112053-9,112053,9
103482-27,103482,27
121658-45,121658,45
124900-17,124900,17
129103-57,129103,57
116309-9,116309,9
107032-44,107032,44
129409-21,129409,21
116749-29,116749,29
100433-15,100433,15
102975-28,102975,28
129450-35,129450,35
112556-9,112556,9
115323-9,115323,9
124289-34,124289,34
130649-19,130649,19
102234-19,102234,19
123724-19,123724,19
113306-58,113306,58
120357-27,120357,27
101779-26,101779,26
113849-26,113849,26
104682-38,104682,38
128057-22,128057,22
105569-32,105569,32
103650-19,103650,19
127860-23,127860,23
108751-34,108751,34
109021-30,109021,30
100094-9,100094,9
102858-35,102858,35
103225-28,103225,28
125901-34,125901,34
126094-30,126094,30
126509-17,126509,17
114756-10,114756,10
115288-55,115288,55
103136-14,103136,14
121511-20,121511,20
106843-40,106843,40
132859-48,132859,48
110797-26,110797,26
129519-23,129519,23
131163-46,131163,46
100233-27,100233,27
105072-30,105072,30
119770-44,119770,44
123968-9,123968,9
124636-22,124636,22
146617-58,146617,58
100982-35,100982,35
101763-34,101763,34
104058-35,104058,35
124823-44,124823,44
108752-19,108752,19
147073-58,147073,58
107065-7,107065,7
116383-58,116383,58
131286-27,131286,27
131692-45,131692,45
108823-17,108823,17
113541-58,113541,58
104957-15,104957,15
121233-30,121233,30
122813-19,122813,19
132677-36,132677,36
125924-14,125924,14
126098-34,126098,34
102966-44,102966,44
125913-34,125913,34
116893-20,116893,20
101429-19,101429,19
118205-17,118205,17
118377-29,118377,29
116511-31,116511,31
121087-17,121087,17
123147-26,123147,26
128959-29,128959,29
103055-15,103055,15
119100-40,119100,40
120020-19,120020,19
111321-20,111321,20
111683-10,111683,10
125613-9,125613,9
148455-15,148455,15
128031-22,128031,22
107005-32,107005,32
101183-44,101183,44
113165-32,113165,32
121337-48,121337,48
128182-9,128182,9
116494-19,116494,19
131411-19,131411,19
114348-17,114348,17
110196-40,110196,40
116060-40,116060,40
114235-9,114235,9
103618-26,103618,26
124002-35,124002,35
109302-36,109302,36
100365-19,100365,19
103998-21,103998,21
112827-45,112827,45
127281-36,127281,36
133294-34,133294,34
106914-27,106914,27
118461-23,118461,23
104164-18,104164,18
106174-31,106174,31
112100-15,112100,15
125858-40,125858,40
117182-9,117182,9
113848-32,113848,32
115801-21,115801,21
116690-34,116690,34
104430-40,104430,40
122804-31,122804,31
109940-19,109940,19
128165-9,128165,9
126772-48,126772,48
111077-26,111077,26
117189-17,117189,17
120577-24,120577,24
127806-18,127806,18
101600-55,101600,55
108089-21,108089,21
123131-58,123131,58
125328-26,125328,26
114273-46,114273,46
117356-6,117356,6
111874-18,111874,18
117514-49,117514,49
104053-34,104053,34
104360-10,104360,10
118312-46,118312,46
127649-9,127649,9
105450-28,105450,28
116102-22,116102,22
109041-30,109041,30
128562-17,128562,17
107522-26,107522,26
113348-18,113348,18
120055-10,120055,10
146699-27,146699,27
115335-23,115335,23
116489-35,116489,35
131695-28,131695,28
131141-19,131141,19
123823-13,123823,13
116987-39,116987,39
120134-24,120134,24
112598-32,112598,32
100633-20,100633,20
107412-36,107412,36
110990-36,110990,36
115213-24,115213,24
114571-30,114571,30
105104-48,105104,48
118818-30,118818,30
121031-17,121031,17
127371-9,127371,9
118412-9,118412,9
101040-17,101040,17
103308-19,103308,19
123873-49,123873,49
109131-15,109131,15
103948-22,103948,22
121330-16,121330,16
103068-27,103068,27
104093-7,104093,7
133167-9,133167,9
106211-28,106211,28
102089-30,102089,30
123390-11,123390,11
111714-57,111714,57
112469-19,112469,19
115263-22,115263,22
102522-20,102522,20
119821-19,119821,19
118188-19,118188,19
107329-7,107329,7
108077-21,108077,21
132217-58,132217,58
105367-21,105367,21
119549-22,119549,22
127983-27,127983,27
133004-55,133004,55
105910-9,105910,9
118786-48,118786,48
123353-7,123353,7
128033-27,128033,27
117651-45,117651,45
105045-34,105045,34
112402-45,112402,45
116617-24,116617,24
106562-39,106562,39
121095-19,121095,19
117666-22,117666,22
103012-9,103012,9
106826-27,106826,27
100327-21,100327,21
125054-48,125054,48
131730-9,131730,9
104139-34,104139,34
118959-34,118959,34
118071-58,118071,58
101678-22,101678,22
119031-9,119031,9
127444-34,127444,34
106838-45,106838,45
111104-22,111104,22
100261-9,100261,9
131996-17,131996,17
128716-17,128716,17
106809-30,106809,30
132078-45,132078,45
115709-55,115709,55
128580-58,128580,58
106425-6,106425,6
116267-35,116267,35
131217-44,131217,44
132204-48,132204,48
118811-44,118811,44
115220-38,115220,38
115888-44,115888,44
117133-20,117133,20
104454-19,104454,19
103504-44,103504,44
128170-35,128170,35
104251-30,104251,30
114485-44,114485,44
131740-27,131740,27
115757-9,115757,9
115561-46,115561,46
100044-58,100044,58
100902-34,100902,34
132738-26,132738,26
126103-17,126103,17
115069-14,115069,14
101647-21,101647,21
120305-45,120305,45
114126-17,114126,17
127590-19,127590,19
113895-22,113895,22
124095-19,124095,19
116103-17,116103,17
119996-9,119996,9
100805-5,100805,5
106125-35,106125,35
119669-26,119669,26
120693-29,120693,29
120712-36,120712,36
103045-58,103045,58
103107-32,103107,32
115281-49,115281,49
128597-9,128597,9
106109-22,106109,22
127742-19,127742,19
105419-31,105419,31
129057-29,129057,29
113334-14,113334,14
101611-9,101611,9
124029-58,124029,58
109502-44,109502,44
114151-58,114151,58
122532-29,122532,29
115773-34,115773,34
114092-10,114092,10
104946-58,104946,58
109535-36,109535,36
111239-44,111239,44
116395-27,116395,27
104971-28,104971,28
125482-58,125482,58
122784-29,122784,29
115457-19,115457,19
109936-38,109936,38
102961-15,102961,15
118794-28,118794,28
106915-27,106915,27
110709-29,110709,29
147118-34,147118,34
101484-32,101484,32
131565-17,131565,17
104928-36,104928,36
102510-6,102510,6
104811-30,104811,30
130708-58,130708,58
132967-44,132967,44
113737-45,113737,45
128527-58,128527,58
106352-23,106352,23
111173-39,111173,39
105072-44,105072,44
122082-40,122082,40
130716-44,130716,44
103836-32,103836,32
124404-15,124404,15
119218-7,119218,7
123102-6,123102,6
125025-30,125025,30
100440-26,100440,26
132480-22,132480,22
105828-58,105828,58
123179-17,123179,17
128822-46,128822,46
110123-44,110123,44
125016-30,125016,30
117572-6,117572,6
104719-58,104719,58
119296-13,119296,13
130781-34,130781,34
132589-44,132589,44
113424-14,113424,14
116712-44,116712,44
123158-16,123158,16
111176-30,111176,30
121809-27,121809,27
122985-9,122985,9
128004-28,128004,28
132573-7,132573,7
108088-29,108088,29
104174-34,104174,34
112992-10,112992,10
109962-32,109962,32
100948-30,100948,30
120454-45,120454,45
131033-17,131033,17
131916-26,131916,26
104191-19,104191,19
101729-28,101729,28
121535-6,121535,6
103356-45,103356,45
121297-27,121297,27
110016-23,110016,23
111990-32,111990,32
128118-28,128118,28
102125-20,102125,20
119266-36,119266,36
115399-22,115399,22
103176-19,103176,19
127673-45,127673,45
109303-20,109303,20
104053-44,104053,44
104901-9,104901,9
118214-30,118214,30
101438-6,101438,6
119177-46,119177,46
104893-32,104893,32
125939-19,125939,19
103960-48,103960,48
125659-44,125659,44
133190-27,133190,27
106180-9,106180,9
124798-9,124798,9
115837-46,115837,46
116980-28,116980,28
122726-45,122726,45
127414-35,127414,35
115044-7,115044,7
117948-43,117948,43
107993-28,107993,28
110676-23,110676,23
103910-19,103910,19
100593-6,100593,6
102417-44,102417,44
103414-9,103414,9
132565-29,132565,29
100115-30,100115,30
104390-9,104390,9
125325-45,125325,45
128574-17,128574,17
107424-23,107424,23
112096-21,112096,21
112720-30,112720,30
101739-10,101739,10
123998-6,123998,6
129444-26,129444,26
107595-38,107595,38
113471-29,113471,29
123726-29,123726,29
117406-21,117406,21
114381-14,114381,14
103935-18,103935,18
123474-9,123474,9
112390-34,112390,34
100411-45,100411,45
117571-7,117571,7
125250-40,125250,40
108487-36,108487,36
110712-10,110712,10
111139-45,111139,45
104971-23,104971,23
114283-44,114283,44
115460-30,115460,30
100255-10,100255,10
148033-9,148033,9
120605-17,120605,17
102746-36,102746,36
109365-32,109365,32
122532-6,122532,6
101724-23,101724,23
104344-11,104344,11
103929-32,103929,32
101670-20,101670,20
108045-9,108045,9
112438-26,112438,26
112951-14,112951,14
107440-44,107440,44
110996-29,110996,29
132554-24,132554,24
109971-46,109971,46
105569-17,105569,17
118714-34,118714,34
128371-58,128371,58
109889-24,109889,24
108371-48,108371,48
108748-40,108748,40
100257-44,100257,44
100371-21,100371,21
124640-58,124640,58
132678-29,132678,29
102794-9,102794,9
108486-36,108486,36
121315-44,121315,44
111440-44,111440,44
116695-20,116695,20
112065-9,112065,9
119240-26,119240,26
125262-32,125262,32
130497-9,130497,9
109041-22,109041,22
103863-30,103863,30
123051-36,123051,36
127073-49,127073,49
128266-22,128266,22
117631-45,117631,45
121130-29,121130,29
127054-44,127054,44
109311-44,109311,44
109523-20,109523,20
124156-9,124156,9
105110-30,105110,30
132286-29,132286,29
109012-19,109012,19
109159-26,109159,26
127234-44,127234,44
122058-27,122058,27
130759-48,130759,48
132134-24,132134,24
99572-44,99572,44
129115-30,129115,30
106229-19,106229,19
125073-14,125073,14
108612-31,108612,31
109268-17,109268,17
113409-45,113409,45
116913-49,116913,49
114809-36,114809,36
123855-48,123855,48
122970-17,122970,17
105051-58,105051,58
115499-18,115499,18
110661-32,110661,32
112270-30,112270,30
100293-9,100293,9
125852-22,125852,22
129312-26,129312,26
103271-19,103271,19
101664-6,101664,6
133203-44,133203,44
106427-26,106427,26
126186-57,126186,57
125634-48,125634,48
115552-44,115552,44
116767-44,116767,44
101075-9,101075,9
106077-36,106077,36
107528-46,107528,46
113735-7,113735,7
100846-46,100846,46
123623-30,123623,30
106068-23,106068,23
109113-21,109113,21
124416-20,124416,20
109819-30,109819,30
121519-10,121519,10
118198-36,118198,36
131388-29,131388,29
121919-9,121919,9
124173-39,124173,39
103459-20,103459,20
129014-40,129014,40
104518-17,104518,17
122808-9,122808,9
102948-28,102948,28
124072-39,124072,39
125041-22,125041,22
126404-58,126404,58
125154-34,125154,34
132317-15,132317,15
109933-21,109933,21
113825-9,113825,9
100617-45,100617,45
144125-48,144125,48
121852-21,121852,21
115164-9,115164,9
108752-30,108752,30
101871-58,101871,58
128973-55,128973,55
115939-58,115939,58
117454-14,117454,14
127610-19,127610,19
129119-6,129119,6
148093-31,148093,31
125836-35,125836,35
132050-44,132050,44
105274-30,105274,30
107008-19,107008,19
121329-16,121329,16
121843-22,121843,22
109299-28,109299,28
114195-26,114195,26
114363-28,114363,28
115998-28,115998,28
126400-23,126400,23
128856-45,128856,45
108325-35,108325,35
121177-36,121177,36
124112-14,124112,14
116970-31,116970,31
122232-10,122232,10
127932-15,127932,15
114405-21,114405,21
132394-36,132394,36
101142-58,101142,58
126333-17,126333,17
129060-58,129060,58
105418-32,105418,32
103725-29,103725,29
129060-10,129060,10
124063-44,124063,44
124966-30,124966,30
127900-9,127900,9
106772-35,106772,35
109212-29,109212,29
111294-22,111294,22
107568-44,107568,44
111675-29,111675,29
102917-27,102917,27
125012-7,125012,7
115916-26,115916,26
99754-40,99754,40
101056-14,101056,14
112663-17,112663,17
100266-14,100266,14
111297-45,111297,45
117984-48,117984,48
124467-6,124467,6
109642-36,109642,36
116446-46,116446,46
121292-22,121292,22
122460-9,122460,9
111871-44,111871,44
115090-30,115090,30
123765-9,123765,9
129024-14,129024,14
131609-35,131609,35
105825-22,105825,22
101465-23,101465,23
118338-23,118338,23
122710-58,122710,58
127433-20,127433,20
109994-20,109994,20
114257-29,114257,29
104301-20,104301,20
124857-19,124857,19
126346-30,126346,30
127537-28,127537,28
111543-29,111543,29
120927-30,120927,30
126291-19,126291,19
108342-31,108342,31
100701-31,100701,31
124867-10,124867,10
114363-36,114363,36
106790-21,106790,21
118450-22,118450,22
106776-20,106776,20
112521-10,112521,10
120030-6,120030,6
111714-11,111714,11
124601-58,124601,58
103410-36,103410,36
123547-21,123547,21
124569-31,124569,31
106266-27,106266,27
100624-21,100624,21
129346-29,129346,29
129380-35,129380,35
131579-31,131579,31
116549-19,116549,19
106591-28,106591,28
116189-30,116189,30
117177-27,117177,27
123523-29,123523,29
128801-22,128801,22
131650-58,131650,58
114233-39,114233,39
104434-19,104434,19
122405-15,122405,15
122868-44,122868,44
117592-22,117592,22
127281-27,127281,27
114383-19,114383,19
99728-58,99728,58
132806-27,132806,27
105441-34,105441,34
110912-46,110912,46
101498-40,101498,40
126738-27,126738,27
131537-11,131537,11
111891-28,111891,28
116187-17,116187,17
130432-10,130432,10
111386-9,111386,9
117662-57,117662,57
118314-20,118314,20
128919-58,128919,58
130466-20,130466,20
131289-44,131289,44
102112-17,102112,17
102171-14,102171,14
126186-19,126186,19
126627-22,126627,22
129157-9,129157,9
147082-20,147082,20
115772-21,115772,21
131393-30,131393,30
123584-22,123584,22
125025-46,125025,46
110724-34,110724,34
112477-36,112477,36
115841-45,115841,45
105442-29,105442,29
108422-45,108422,45
113281-18,113281,18
100267-44,100267,44
122289-19,122289,19
126040-17,126040,17
131415-27,131415,27
131996-45,131996,45
105535-19,105535,19
105930-36,105930,36
106693-9,106693,9
112742-15,112742,15
131222-28,131222,28
123622-22,123622,22
132243-28,132243,28
107591-24,107591,24
125467-19,125467,19
117177-34,117177,34
117887-19,117887,19
122747-11,122747,11
131499-30,131499,30
110260-46,110260,46
118755-9,118755,9
124284-45,124284,45
100411-20,100411,20
107107-23,107107,23
112739-44,112739,44
120719-44,120719,44
124334-36,124334,36
129130-30,129130,30
111389-34,111389,34
111779-22,111779,22
118249-19,118249,19
124262-21,124262,21
125095-45,125095,45
107498-40,107498,40
112871-22,112871,22
114538-49,114538,49
123759-10,123759,10
131961-9,131961,9
128165-46,128165,46
130578-28,130578,28
111870-17,111870,17
122332-20,122332,20
130758-44,130758,44
99846-55,99846,55
100237-48,100237,48
126186-15,126186,15
107214-45,107214,45
113213-40,113213,40
122290-17,122290,17
103006-28,103006,28
126217-20,126217,20
122916-45,122916,45
130607-23,130607,23
104328-17,104328,17
121925-58,121925,58
106841-30,106841,30
122114-44,122114,44
129056-45,129056,45
104862-19,104862,19
121440-24,121440,24
131483-44,131483,44
105407-9,105407,9
113198-48,113198,48
108182-22,108182,22
122080-17,122080,17
126675-22,126675,22
132664-44,132664,44
124958-23,124958,23
120832-22,120832,22
124496-35,124496,35
124224-48,124224,48
103384-9,103384,9
113223-43,113223,43
116915-22,116915,22
101871-32,101871,32
113895-23,113895,23
103955-58,103955,58
132782-14,132782,14
115918-58,115918,58
99784-6,99784,6
104390-44,104390,44
108736-21,108736,21
113704-45,113704,45
117443-22,117443,22
124690-22,124690,22
101664-17,101664,17
122734-30,122734,30
123868-30,123868,30
118446-32,118446,32
123731-11,123731,11
105657-21,105657,21
115690-30,115690,30
118219-48,118219,48
119383-35,119383,35
99746-29,99746,29
117558-44,117558,44
103062-29,103062,29
107562-34,107562,34
100166-58,100166,58
106549-15,106549,15
117578-22,117578,22
100029-14,100029,14
127135-9,127135,9
116561-29,116561,29
120605-22,120605,22
132036-44,132036,44
124985-21,124985,21
122727-14,122727,14
124416-30,124416,30
101966-30,101966,30
126153-58,126153,58
108351-55,108351,55
118647-45,118647,45
122349-44,122349,44
114555-29,114555,29
110845-14,110845,14
125054-6,125054,6
101960-20,101960,20
111641-46,111641,46
132706-27,132706,27
109659-9,109659,9
110111-20,110111,20
127026-39,127026,39
109863-34,109863,34
110461-29,110461,29
105295-20,105295,20
125497-19,125497,19
126308-29,126308,29
107947-24,107947,24
108545-23,108545,23
109229-13,109229,13
112688-31,112688,31
123971-32,123971,32
109131-22,109131,22
111260-20,111260,20
112071-35,112071,35
103767-44,103767,44
127981-15,127981,15
112025-32,112025,32
121680-22,121680,22
109969-28,109969,28
99895-36,99895,36
124640-6,124640,6
108310-26,108310,26
115667-30,115667,30
108542-5,108542,5
100291-15,100291,15
120147-24,120147,24
102747-32,102747,32
127776-28,127776,28
128675-48,128675,48
108207-19,108207,19
108757-27,108757,27
109597-44,109597,44
111675-17,111675,17
122360-23,122360,23
127056-24,127056,24
130453-17,130453,17
103301-19,103301,19
100325-30,100325,30
128337-26,128337,26
128402-17,128402,17
116431-22,116431,22
99982-55,99982,55
124859-57,124859,57
116269-48,116269,48
118080-45,118080,45
113299-19,113299,19
116809-44,116809,44
120580-46,120580,46
131446-29,131446,29
126087-24,126087,24
106945-6,106945,6
115543-21,115543,21
127546-9,127546,9
109169-30,109169,30
131836-44,131836,44
119375-34,119375,34
122034-9,122034,9
128776-34,128776,34
109971-10,109971,10
112563-22,112563,22
113054-22,113054,22
113797-44,113797,44
115241-55,115241,55
116805-36,116805,36
103213-17,103213,17
112810-44,112810,44
125153-22,125153,22
114900-28,114900,28
126781-45,126781,45
106103-26,106103,26
