CompoundCityId,cityId,stateId
100916-27,100916,27
126047-9,126047,9
133188-9,133188,9
132713-38,132713,38
104945-38,104945,38
108473-43,108473,43
110232-26,110232,26
125024-19,125024,19
126302-19,126302,19
117911-30,117911,30
119439-22,119439,22
105325-10,105325,10
128610-44,128610,44
109099-39,109099,39
99888-28,99888,28
111806-45,111806,45
111874-45,111874,45
126242-44,126242,44
102911-32,102911,32
103616-30,103616,30
105759-40,105759,40
120580-26,120580,26
108417-21,108417,21
111683-21,111683,21
125247-9,125247,9
106068-32,106068,32
115183-29,115183,29
131976-44,131976,44
120695-29,120695,29
116136-19,116136,19
106122-19,106122,19
107099-30,107099,30
128281-34,128281,34
130428-31,130428,31
104901-55,104901,55
131499-6,131499,6
122433-35,122433,35
123121-21,123121,21
117655-26,117655,26
125288-58,125288,58
116862-38,116862,38
128412-18,128412,18
100377-29,100377,29
147049-46,147049,46
110928-30,110928,30
116365-36,116365,36
106893-19,106893,19
104424-9,104424,9
118532-15,118532,15
107426-45,107426,45
110033-44,110033,44
100773-29,100773,29
105357-15,105357,15
126153-9,126153,9
100992-17,100992,17
128369-9,128369,9
128376-28,128376,28
132339-18,132339,18
100312-34,100312,34
117744-15,117744,15
118304-44,118304,44
122152-9,122152,9
106161-44,106161,44
111766-26,111766,26
122384-29,122384,29
103213-23,103213,23
104917-18,104917,18
124702-34,124702,34
126696-45,126696,45
113072-58,113072,58
104232-21,104232,21
119424-19,119424,19
124079-28,124079,28
108969-20,108969,20
132406-39,132406,39
109840-6,109840,6
118214-38,118214,38
119032-46,119032,46
113230-48,113230,48
106425-49,106425,49
99824-9,99824,9
130716-45,130716,45
112786-9,112786,9
111131-22,111131,22
121873-30,121873,30
105833-23,105833,23
111008-22,111008,22
124021-28,124021,28
107505-34,107505,34
110118-19,110118,19
127834-58,127834,58
112207-30,112207,30
111632-24,111632,24
131674-29,131674,29
115892-19,115892,19
118131-45,118131,45
122082-58,122082,58
128032-34,128032,34
114482-17,114482,17
113554-20,113554,20
114924-29,114924,29
100360-17,100360,17
126710-20,126710,20
112916-24,112916,24
121304-28,121304,28
132067-19,132067,19
127949-27,127949,27
114430-28,114430,28
118844-28,118844,28
130589-40,130589,40
147294-58,147294,58
106637-17,106637,17
102766-35,102766,35
124959-23,124959,23
126776-36,126776,36
128572-44,128572,44
108273-22,108273,22
100788-19,100788,19
105118-34,105118,34
100047-58,100047,58
104941-44,104941,44
109104-28,109104,28
121455-28,121455,28
123375-21,123375,21
127129-36,127129,36
109269-30,109269,30
124846-43,124846,43
127068-44,127068,44
115723-27,115723,27
123570-58,123570,58
110692-40,110692,40
131979-58,131979,58
119802-9,119802,9
122841-28,122841,28
100865-30,100865,30
115863-9,115863,9
121109-28,121109,28
123255-30,123255,30
127743-28,127743,28
131035-18,131035,18
119163-15,119163,15
122177-7,122177,7
111766-11,111766,11
113348-29,113348,29
128112-34,128112,34
131262-57,131262,57
112599-34,112599,34
108810-30,108810,30
102734-22,102734,22
103875-27,103875,27
123169-29,123169,29
104312-10,104312,10
132780-31,132780,31
106661-45,106661,45
103201-35,103201,35
124409-27,124409,27
100086-36,100086,36
132569-19,132569,19
109936-27,109936,27
125038-45,125038,45
112881-6,112881,6
103859-27,103859,27
111612-10,111612,10
121912-23,121912,23
123374-58,123374,58
105729-22,105729,22
120076-44,120076,44
122061-34,122061,34
106225-9,106225,9
111762-45,111762,45
108638-9,108638,9
108822-30,108822,30
112886-44,112886,44
125364-9,125364,9
125931-22,125931,22
131888-45,131888,45
106741-20,106741,20
100031-6,100031,6
102508-9,102508,9
119149-34,119149,34
120716-19,120716,19
119530-45,119530,45
108528-58,108528,58
147337-34,147337,34
128730-58,128730,58
116286-14,116286,14
108040-29,108040,29
109429-45,109429,45
118704-20,118704,20
127967-7,127967,7
100281-45,100281,45
128467-32,128467,32
113454-22,113454,22
114292-20,114292,20
111168-21,111168,21
117510-21,117510,21
125172-40,125172,40
120724-22,120724,22
101452-46,101452,46
106594-30,106594,30
120490-9,120490,9
131311-55,131311,55
108469-29,108469,29
121300-43,121300,43
102230-44,102230,44
132239-5,132239,5
131820-17,131820,17
99526-32,99526,32
100430-17,100430,17
127522-23,127522,23
132741-45,132741,45
104594-21,104594,21
106055-58,106055,58
116790-22,116790,22
102088-40,102088,40
122444-9,122444,9
110076-30,110076,30
132706-44,132706,44
116618-19,116618,19
109702-27,109702,27
113554-23,113554,23
117575-22,117575,22
121145-29,121145,29
101931-29,101931,29
133225-9,133225,9
113664-46,113664,46
102661-44,102661,44
113116-32,113116,32
116460-17,116460,17
117692-14,117692,14
111450-6,111450,6
103076-31,103076,31
109887-19,109887,19
104352-44,104352,44
125104-45,125104,45
125411-44,125411,44
110685-9,110685,9
104104-28,104104,28
128201-46,128201,46
113519-26,113519,26
132103-19,132103,19
132883-28,132883,28
123405-58,123405,58
121931-58,121931,58
128504-30,128504,30
100628-44,100628,44
120285-48,120285,48
122174-28,122174,28
108274-21,108274,21
131046-19,131046,19
122400-9,122400,9
115765-46,115765,46
107468-22,107468,22
123885-9,123885,9
124467-45,124467,45
117992-28,117992,28
106202-22,106202,22
108355-34,108355,34
100430-30,100430,30
131143-40,131143,40
101892-9,101892,9
112047-11,112047,11
111115-30,111115,30
119670-44,119670,44
127232-48,127232,48
111773-17,111773,17
123640-21,123640,21
109660-39,109660,39
132433-9,132433,9
110399-20,110399,20
109570-19,109570,19
112064-29,112064,29
101655-34,101655,34
116525-15,116525,15
105524-17,105524,17
126067-10,126067,10
111672-35,111672,35
112048-46,112048,46
116054-23,116054,23
109533-9,109533,9
120862-9,120862,9
117826-32,117826,32
118071-40,118071,40
110518-17,110518,17
104292-58,104292,58
100760-28,100760,28
131632-44,131632,44
115472-39,115472,39
131213-17,131213,17
106562-32,106562,32
103960-29,103960,29
112696-31,112696,31
124077-34,124077,34
110006-30,110006,30
146988-45,146988,45
101577-45,101577,45
103457-30,103457,30
115464-21,115464,21
124591-23,124591,23
115822-27,115822,27
120568-34,120568,34
115399-45,115399,45
116050-22,116050,22
118668-22,118668,22
114486-44,114486,44
107938-10,107938,10
108262-55,108262,55
125685-45,125685,45
116094-44,116094,44
122146-17,122146,17
112747-30,112747,30
125800-40,125800,40
102083-34,102083,34
102946-24,102946,24
131261-9,131261,9
121406-58,121406,58
100978-30,100978,30
104911-17,104911,17
131548-20,131548,20
99838-44,99838,44
129211-6,129211,6
124218-45,124218,45
115748-45,115748,45
121775-30,121775,30
101464-26,101464,26
104221-9,104221,9
112033-16,112033,16
102835-29,102835,29
104716-45,104716,45
148126-19,148126,19
120070-45,120070,45
104062-22,104062,22
112570-46,112570,46
126696-17,126696,17
130568-17,130568,17
122094-40,122094,40
110743-30,110743,30
133001-30,133001,30
129356-22,129356,22
119370-21,119370,21
110579-35,110579,35
100661-27,100661,27
126318-44,126318,44
126585-44,126585,44
111830-36,111830,36
112597-15,112597,15
116035-29,116035,29
127697-9,127697,9
112339-19,112339,19
116627-44,116627,44
117101-19,117101,19
127972-34,127972,34
117838-19,117838,19
111645-35,111645,35
132222-27,132222,27
125718-29,125718,29
131042-21,131042,21
131717-24,131717,24
111273-31,111273,31
115157-48,115157,48
121087-19,121087,19
109933-45,109933,45
112907-7,112907,7
103031-17,103031,17
104356-23,104356,23
105088-29,105088,29
122639-49,122639,49
99867-58,99867,58
104628-26,104628,26
114068-23,114068,23
100092-35,100092,35
122977-46,122977,46
117219-58,117219,58
108643-22,108643,22
126361-29,126361,29
112901-6,112901,6
120206-45,120206,45
103051-48,103051,48
131838-45,131838,45
113690-45,113690,45
115060-28,115060,28
111590-44,111590,44
117268-22,117268,22
120547-6,120547,6
122144-44,122144,44
103578-44,103578,44
104425-18,104425,18
130588-6,130588,6
147328-58,147328,58
99996-19,99996,19
129455-45,129455,45
123480-17,123480,17
104802-9,104802,9
124917-22,124917,22
117377-35,117377,35
125961-15,125961,15
117809-28,117809,28
130708-28,130708,28
114370-30,114370,30
123439-21,123439,21
104732-49,104732,49
114032-14,114032,14
127859-5,127859,5
130639-40,130639,40
107391-26,107391,26
100527-22,100527,22
115173-10,115173,10
117417-29,117417,29
118885-48,118885,48
126572-19,126572,19
133235-36,133235,36
113921-29,113921,29
119029-26,119029,26
132713-30,132713,30
127231-36,127231,36
121214-27,121214,27
115571-45,115571,45
104778-23,104778,23
112144-19,112144,19
103348-22,103348,22
115534-21,115534,21
104589-22,104589,22
106277-24,106277,24
122270-40,122270,40
130716-19,130716,19
112273-10,112273,10
105417-10,105417,10
116049-58,116049,58
130753-32,130753,32
115610-20,115610,20
121304-20,121304,20
122718-7,122718,7
132585-44,132585,44
114225-46,114225,46
118882-23,118882,23
111267-45,111267,45
131749-31,131749,31
131865-44,131865,44
126860-10,126860,10
124588-35,124588,35
113564-9,113564,9
110305-21,110305,21
105028-30,105028,30
119186-32,119186,32
120799-21,120799,21
124014-23,124014,23
106430-58,106430,58
111386-44,111386,44
104909-17,104909,17
113299-58,113299,58
118362-45,118362,45
120531-6,120531,6
101454-29,101454,29
102084-23,102084,23
107123-29,107123,29
110376-55,110376,55
144120-22,144120,22
121327-44,121327,44
100377-28,100377,28
103687-9,103687,9
126572-22,126572,22
100199-23,100199,23
112719-36,112719,36
117111-29,117111,29
119578-35,119578,35
110324-58,110324,58
125359-9,125359,9
127166-23,127166,23
99912-28,99912,28
112041-15,112041,15
110452-21,110452,21
102843-28,102843,28
123153-24,123153,24
103751-27,103751,27
132711-29,132711,29
111300-44,111300,44
106404-48,106404,48
103085-10,103085,10
107436-46,107436,46
99563-46,99563,46
131182-28,131182,28
109701-9,109701,9
111273-44,111273,44
119864-32,119864,32
122643-11,122643,11
123707-46,123707,46
119938-10,119938,10
100645-19,100645,19
110961-20,110961,20
104467-19,104467,19
127699-29,127699,29
111677-44,111677,44
113660-58,113660,58
115087-29,115087,29
121878-24,121878,24
108582-35,108582,35
111269-22,111269,22
126643-36,126643,36
112145-19,112145,19
112183-9,112183,9
114062-36,114062,36
108399-30,108399,30
112752-9,112752,9
114225-13,114225,13
104075-34,104075,34
120283-44,120283,44
121815-44,121815,44
131462-27,131462,27
99912-19,99912,19
114242-46,114242,46
126116-17,126116,17
114586-35,114586,35
102484-58,102484,58
115164-40,115164,40
115093-28,115093,28
126172-26,126172,26
118253-19,118253,19
121674-10,121674,10
129360-6,129360,6
132312-22,132312,22
118284-26,118284,26
104109-44,104109,44
103313-20,103313,20
112675-46,112675,46
112081-30,112081,30
115337-20,115337,20
124079-29,124079,29
106263-27,106263,27
132933-26,132933,26
112793-34,112793,34
112822-22,112822,22
114849-19,114849,19
121104-27,121104,27
116644-31,116644,31
125092-28,125092,28
121387-28,121387,28
108487-22,108487,22
128780-17,128780,17
116725-36,116725,36
103457-45,103457,45
112921-31,112921,31
100176-17,100176,17
147080-34,147080,34
112419-34,112419,34
108067-28,108067,28
112261-48,112261,48
114422-58,114422,58
128893-21,128893,21
122329-23,122329,23
113288-17,113288,17
103663-30,103663,30
103981-28,103981,28
110093-55,110093,55
118487-10,118487,10
99660-9,99660,9
115834-44,115834,44
116494-27,116494,27
109854-20,109854,20
110256-26,110256,26
99745-17,99745,17
103124-29,103124,29
104711-30,104711,30
105374-29,105374,29
125652-58,125652,58
148076-58,148076,58
119007-45,119007,45
109321-22,109321,22
107718-44,107718,44
101358-10,101358,10
113378-29,113378,29
108303-13,108303,13
103948-20,103948,20
126313-22,126313,22
131094-17,131094,17
131274-38,131274,38
124287-20,124287,20
113046-58,113046,58
116915-46,116915,46
106618-57,106618,57
128838-22,128838,22
117182-58,117182,58
102443-19,102443,19
130511-26,130511,26
112182-32,112182,32
112678-14,112678,14
109902-22,109902,22
113988-21,113988,21
117638-10,117638,10
132044-20,132044,20
122854-26,122854,26
113949-45,113949,45
122290-28,122290,28
115449-19,115449,19
133199-44,133199,44
117821-19,117821,19
107192-29,107192,29
117934-21,117934,21
122321-17,122321,17
105621-18,105621,18
126312-28,126312,28
116363-15,116363,15
120761-14,120761,14
121104-20,121104,20
122594-19,122594,19
105245-29,105245,29
119004-44,119004,44
123710-40,123710,40
120732-19,120732,19
127393-29,127393,29
106187-40,106187,40
107240-21,107240,21
104971-21,104971,21
113744-19,113744,19
103241-6,103241,6
104674-10,104674,10
124376-17,124376,17
131276-19,131276,19
124421-17,124421,17
101026-29,101026,29
125221-40,125221,40
117818-24,117818,24
104157-9,104157,9
105460-9,105460,9
118961-19,118961,19
100700-44,100700,44
105295-19,105295,19
118937-6,118937,6
122059-21,122059,21
100095-18,100095,18
124271-58,124271,58
131644-28,131644,28
115541-30,115541,30
125345-9,125345,9
113839-23,113839,23
112487-58,112487,58
106538-15,106538,15
113556-34,113556,34
103635-22,103635,22
122445-7,122445,7
132433-32,132433,32
102858-20,102858,20
112181-15,112181,15
118864-28,118864,28
111061-34,111061,34
100402-46,100402,46
103504-27,103504,27
132421-39,132421,39
112173-35,112173,35
102795-10,102795,10
108248-9,108248,9
108483-9,108483,9
127256-17,127256,17
111912-19,111912,19
115213-30,115213,30
121640-58,121640,58
111808-27,111808,27
116133-58,116133,58
122159-31,122159,31
116349-9,116349,9
120105-24,120105,24
132458-28,132458,28
120693-58,120693,58
102616-45,102616,45
105262-44,105262,44
126467-30,126467,30
126490-22,126490,22
129235-26,129235,26
106273-17,106273,17
104392-40,104392,40
105016-17,105016,17
109422-35,109422,35
127529-22,127529,22
121997-40,121997,40
106188-26,106188,26
118160-19,118160,19
119013-19,119013,19
101971-35,101971,35
112917-40,112917,40
113864-9,113864,9
121376-10,121376,10
125715-9,125715,9
133245-9,133245,9
108442-6,108442,6
106112-29,106112,29
101824-32,101824,32
107126-58,107126,58
107787-27,107787,27
126360-10,126360,10
111626-9,111626,9
130533-19,130533,19
107947-27,107947,27
109233-20,109233,20
111206-22,111206,22
129070-17,129070,17
112942-20,112942,20
131702-28,131702,28
105779-36,105779,36
128440-46,128440,46
132026-24,132026,24
111784-58,111784,58
120439-19,120439,19
128280-35,128280,35
114256-45,114256,45
109874-28,109874,28
101825-9,101825,9
128578-17,128578,17
118300-32,118300,32
106419-18,106419,18
114795-58,114795,58
119794-9,119794,9
132647-58,132647,58
108710-34,108710,34
123526-26,123526,26
106488-20,106488,20
99546-31,99546,31
118063-14,118063,14
122835-23,122835,23
107224-10,107224,10
101662-26,101662,26
103323-23,103323,23
123598-46,123598,46
104393-9,104393,9
123593-22,123593,22
99813-35,99813,35
128473-21,128473,21
113719-6,113719,6
105578-22,105578,22
103498-31,103498,31
104058-46,104058,46
110031-45,110031,45
121321-19,121321,19
125111-17,125111,17
110560-58,110560,58
103495-32,103495,32
112392-45,112392,45
115147-9,115147,9
117417-24,117417,24
117818-27,117818,27
118214-27,118214,27
121537-9,121537,9
127177-22,127177,22
106581-14,106581,14
117621-45,117621,45
102777-20,102777,20
116395-34,116395,34
117969-58,117969,58
110164-58,110164,58
132511-46,132511,46
103663-19,103663,19
113788-44,113788,44
117258-9,117258,9
148049-22,148049,22
101759-22,101759,22
101771-38,101771,38
132755-19,132755,19
115896-10,115896,10
116823-58,116823,58
104971-13,104971,13
106652-9,106652,9
108028-24,108028,24
116363-36,116363,36
109124-17,109124,17
110529-19,110529,19
132916-58,132916,58
118772-44,118772,44
107952-26,107952,26
101680-44,101680,44
147035-26,147035,26
131521-17,131521,17
132200-26,132200,26
123206-22,123206,22
123878-46,123878,46
100690-15,100690,15
101323-9,101323,9
117360-48,117360,48
107090-29,107090,29
127411-27,127411,27
127826-23,127826,23
128212-22,128212,22
123024-26,123024,26
132258-45,132258,45
126023-21,126023,21
109466-21,109466,21
128048-20,128048,20
114416-44,114416,44
104078-26,104078,26
109798-7,109798,7
111105-6,111105,6
100932-26,100932,26
108638-24,108638,24
99899-34,99899,34
102732-17,102732,17
103826-19,103826,19
131723-19,131723,19
123604-26,123604,26
101670-45,101670,45
132357-7,132357,7
113486-58,113486,58
119187-28,119187,28
111116-28,111116,28
101709-9,101709,9
112324-28,112324,28
106661-30,106661,30
132870-38,132870,38
112634-29,112634,29
100681-58,100681,58
125092-22,125092,22
131683-58,131683,58
103046-26,103046,26
126156-19,126156,19
128779-17,128779,17
114472-34,114472,34
125312-22,125312,22
129131-34,129131,34
117024-17,117024,17
108618-9,108618,9
105374-39,105374,39
128462-18,128462,18
117192-20,117192,20
121247-29,121247,29
110417-44,110417,44
103707-9,103707,9
130417-19,130417,19
130580-9,130580,9
103730-22,103730,22
103977-46,103977,46
109796-40,109796,40
128532-22,128532,22
124938-28,124938,28
115862-28,115862,28
116081-26,116081,26
131719-7,131719,7
109257-23,109257,23
115942-45,115942,45
101443-21,101443,21
121117-29,121117,29
124586-26,124586,26
112528-19,112528,19
120082-26,120082,26
108552-30,108552,30
104968-7,104968,7
118357-44,118357,44
113097-40,113097,40
127007-28,127007,28
115759-45,115759,45
109211-18,109211,18
109378-46,109378,46
112738-14,112738,14
110555-10,110555,10
112385-58,112385,58
118214-24,118214,24
119314-19,119314,19
100594-34,100594,34
112713-29,112713,29
107409-29,107409,29
123623-44,123623,44
99676-15,99676,15
128696-48,128696,48
123102-17,123102,17
100788-27,100788,27
115929-35,115929,35
113051-6,113051,6
116862-21,116862,21
103967-9,103967,9
100298-26,100298,26
125522-17,125522,17
112483-38,112483,38
121157-30,121157,30
125702-19,125702,19
112403-30,112403,30
101421-22,101421,22
122119-29,122119,29
100176-24,100176,24
103588-30,103588,30
111012-19,111012,19
111663-22,111663,22
132451-58,132451,58
113959-58,113959,58
103969-46,103969,46
111779-24,111779,24
115484-17,115484,17
117622-35,117622,35
127807-30,127807,30
131732-35,131732,35
121950-45,121950,45
101565-45,101565,45
129386-46,129386,46
99897-22,99897,22
130428-29,130428,29
100327-30,100327,30
104526-35,104526,35
106756-28,106756,28
147090-46,147090,46
107807-9,107807,9
109829-46,109829,46
110099-10,110099,10
116972-9,116972,9
102781-10,102781,10
130646-36,130646,36
107184-34,107184,34
110830-49,110830,49
111412-7,111412,7
103000-34,103000,34
112093-29,112093,29
114314-27,114314,27
122398-14,122398,14
111542-23,111542,23
102380-49,102380,49
125640-35,125640,35
118809-20,118809,20
122554-30,122554,30
116862-22,116862,22
109521-9,109521,9
123258-30,123258,30
108453-30,108453,30
112087-22,112087,22
113860-7,113860,7
115139-15,115139,15
115157-34,115157,34
115526-21,115526,21
111683-17,111683,17
114284-18,114284,18
124185-9,124185,9
108080-10,108080,10
106421-9,106421,9
130559-22,130559,22
114625-9,114625,9
128538-23,128538,23
121771-9,121771,9
108396-58,108396,58
126706-32,126706,32
128454-45,128454,45
132626-22,132626,22
124967-17,124967,17
131567-45,131567,45
112911-28,112911,28
104655-15,104655,15
103871-39,103871,39
124259-9,124259,9
124121-26,124121,26
128239-18,128239,18
132945-44,132945,44
110992-10,110992,10
102738-14,102738,14
109050-34,109050,34
116440-19,116440,19
103462-9,103462,9
112123-36,112123,36
121643-9,121643,9
124520-20,124520,20
117115-28,117115,28
100875-45,100875,45
116223-21,116223,21
109873-58,109873,58
103214-45,103214,45
126101-28,126101,28
127624-58,127624,58
131419-17,131419,17
143867-30,143867,30
101059-23,101059,23
128762-34,128762,34
124381-44,124381,44
111684-9,111684,9
128975-14,128975,14
119653-30,119653,30
124219-22,124219,22
128449-9,128449,9
131704-7,131704,7
101705-45,101705,45
102494-32,102494,32
130545-20,130545,20
131257-9,131257,9
124194-9,124194,9
128353-24,128353,24
113190-48,113190,48
100598-30,100598,30
102028-30,102028,30
112553-24,112553,24
99620-34,99620,34
125594-19,125594,19
131419-36,131419,36
132454-58,132454,58
109314-35,109314,35
131588-49,131588,49
119117-21,119117,21
119352-20,119352,20
132305-28,132305,28
110865-22,110865,22
123167-9,123167,9
102830-9,102830,9
103822-45,103822,45
132586-22,132586,22
129088-44,129088,44
147164-16,147164,16
111073-58,111073,58
106917-44,106917,44
108247-22,108247,22
127860-34,127860,34
128013-17,128013,17
114700-22,114700,22
107039-14,107039,14
103161-28,103161,28
128021-17,128021,17
109910-22,109910,22
124249-9,124249,9
101545-36,101545,36
147107-26,147107,26
99558-27,99558,27
119783-28,119783,28
123433-32,123433,32
106394-22,106394,22
118246-45,118246,45
131930-15,131930,15
104230-22,104230,22
127977-58,127977,58
99489-9,99489,9
120235-20,120235,20
118037-19,118037,19
118338-17,118338,17
109923-20,109923,20
110267-10,110267,10
111505-6,111505,6
131262-31,131262,31
124072-32,124072,32
100536-38,100536,38
114091-19,114091,19
101337-36,101337,36
116518-34,116518,34
122789-30,122789,30
105883-58,105883,58
104121-30,104121,30
132385-35,132385,35
113340-29,113340,29
127593-9,127593,9
118911-45,118911,45
121010-22,121010,22
112997-58,112997,58
113372-17,113372,17
122235-26,122235,26
109303-44,109303,44
99765-44,99765,44
125568-39,125568,39
126461-44,126461,44
104534-44,104534,44
122461-18,122461,18
104431-27,104431,27
128124-58,128124,58
112516-26,112516,26
113025-15,113025,15
115431-46,115431,46
105390-26,105390,26
127886-28,127886,28
111030-17,111030,17
103776-44,103776,44
116318-9,116318,9
120571-19,120571,19
113437-27,113437,27
126796-44,126796,44
115319-35,115319,35
117606-35,117606,35
112639-18,112639,18
120804-30,120804,30
104228-15,104228,15
126589-55,126589,55
106085-45,106085,45
104521-21,104521,21
126066-27,126066,27
118347-30,118347,30
111086-30,111086,30
111889-48,111889,48
116247-6,116247,6
118060-40,118060,40
107623-24,107623,24
103978-9,103978,9
128136-21,128136,21
110570-30,110570,30
127697-46,127697,46
119648-44,119648,44
129258-20,129258,20
114290-28,114290,28
110010-31,110010,31
126476-19,126476,19
112164-58,112164,58
119268-30,119268,30
130428-36,130428,36
112651-29,112651,29
115637-9,115637,9
116992-10,116992,10
103822-21,103822,21
112516-58,112516,58
100874-35,100874,35
133218-34,133218,34
118927-9,118927,9
121270-58,121270,58
105779-45,105779,45
128025-29,128025,29
116334-17,116334,17
120579-46,120579,46
109839-28,109839,28
113920-16,113920,16
120789-46,120789,46
122953-46,122953,46
110032-22,110032,22
127146-26,127146,26
104820-26,104820,26
115717-17,115717,17
105881-46,105881,46
124259-5,124259,5
121147-45,121147,45
130571-31,130571,31
125228-9,125228,9
130749-46,130749,46
117840-45,117840,45
106905-9,106905,9
132981-17,132981,17
102028-46,102028,46
124493-17,124493,17
112649-19,112649,19
123408-30,123408,30
127679-44,127679,44
110540-26,110540,26
113289-14,113289,14
117248-44,117248,44
120058-45,120058,45
123669-31,123669,31
121675-30,121675,30
111030-29,111030,29
103610-6,103610,6
114974-18,114974,18
120817-45,120817,45
106259-48,106259,48
127842-45,127842,45
131576-15,131576,15
100633-27,100633,27
125640-21,125640,21
130692-58,130692,58
106401-29,106401,29
119128-22,119128,22
125105-19,125105,19
122478-35,122478,35
109437-45,109437,45
104650-23,104650,23
125105-34,125105,34
106809-44,106809,44
126156-55,126156,55
113258-26,113258,26
122193-22,122193,22
109111-17,109111,17
114883-40,114883,40
116084-10,116084,10
120580-48,120580,48
117885-32,117885,32
110006-36,110006,36
106507-40,106507,40
107805-45,107805,45
119545-19,119545,19
110078-32,110078,32
104709-20,104709,20
124326-9,124326,9
114662-10,114662,10
124103-10,124103,10
106090-10,106090,10
111006-14,111006,14
104532-23,104532,23
117736-58,117736,58
100633-38,100633,38
101874-36,101874,36
106858-30,106858,30
110379-48,110379,48
119399-30,119399,30
122742-40,122742,40
105736-36,105736,36
132401-28,132401,28
116335-18,116335,18
119554-19,119554,19
120691-26,120691,26
101353-21,101353,21
127881-45,127881,45
118814-23,118814,23
123693-44,123693,44
107720-28,107720,28
108752-9,108752,9
99914-7,99914,7
131576-45,131576,45
132189-9,132189,9
113857-44,113857,44
102636-35,102636,35
103851-9,103851,9
111828-15,111828,15
148113-34,148113,34
107185-13,107185,13
112385-19,112385,19
114793-30,114793,30
122602-58,122602,58
106317-28,106317,28
114219-17,114219,17
118333-43,118333,43
109372-22,109372,22
104671-26,104671,26
105863-18,105863,18
100426-44,100426,44
111310-29,111310,29
111213-9,111213,9
103657-29,103657,29
133219-7,133219,7
110424-30,110424,30
113034-21,113034,21
106897-44,106897,44
108442-36,108442,36
112191-22,112191,22
112885-21,112885,21
122919-45,122919,45
102838-17,102838,17
106398-36,106398,36
126302-35,126302,35
129043-5,129043,5
117436-9,117436,9
148119-44,148119,44
101406-39,101406,39
128503-31,128503,31
124437-39,124437,39
128656-30,128656,30
115526-30,115526,30
110932-31,110932,31
108494-27,108494,27
127758-46,127758,46
129343-9,129343,9
118356-49,118356,49
112559-32,112559,32
132803-29,132803,29
104406-30,104406,30
125824-46,125824,46
126098-31,126098,31
126295-44,126295,44
104832-26,104832,26
119348-58,119348,58
118848-40,118848,40
123096-22,123096,22
100570-14,100570,14
122161-44,122161,44
127508-22,127508,22
118334-36,118334,36
119846-24,119846,24
122844-44,122844,44
109990-20,109990,20
116468-55,116468,55
117903-44,117903,44
110398-19,110398,19
99807-31,99807,31
124976-29,124976,29
116806-17,116806,17
118137-24,118137,24
119390-20,119390,20
106125-31,106125,31
127362-29,127362,29
104858-44,104858,44
121811-34,121811,34
105039-40,105039,40
100681-39,100681,39
104093-46,104093,46
128922-10,128922,10
127450-20,127450,20
106229-40,106229,40
114709-49,114709,49
110658-22,110658,22
101976-19,101976,19
104160-27,104160,27
126479-7,126479,7
99988-30,99988,30
113090-22,113090,22
106501-9,106501,9
106576-30,106576,30
103588-19,103588,19
125204-35,125204,35
114657-55,114657,55
114516-45,114516,45
125156-22,125156,22
100530-34,100530,34
103497-22,103497,22
131224-17,131224,17
132078-19,132078,19
123632-30,123632,30
105867-46,105867,46
125180-58,125180,58
108139-9,108139,9
101582-30,101582,30
128398-19,128398,19
103162-32,103162,32
116136-21,116136,21
120970-19,120970,19
127376-35,127376,35
118651-29,118651,29
109762-35,109762,35
111047-5,111047,5
111884-28,111884,28
110957-21,110957,21
128908-22,128908,22
111927-30,111927,30
120912-55,120912,55
103934-45,103934,45
106098-22,106098,22
108412-9,108412,9
116618-22,116618,22
106825-23,106825,23
112486-21,112486,21
119472-21,119472,21
132503-36,132503,36
115639-45,115639,45
103573-27,103573,27
125833-44,125833,44
133198-13,133198,13
106806-15,106806,15
108083-28,108083,28
124104-18,124104,18
105993-20,105993,20
104468-11,104468,11
113325-23,113325,23
107172-28,107172,28
108260-34,108260,34
100105-36,100105,36
116383-40,116383,40
114345-44,114345,44
101544-44,101544,44
132713-19,132713,19
115474-9,115474,9
101040-45,101040,45
129092-28,129092,28
129444-49,129444,49
109429-22,109429,22
101484-27,101484,27
127375-17,127375,17
109211-46,109211,46
114586-44,114586,44
111675-23,111675,23
122734-18,122734,18
131609-44,131609,44
108610-9,108610,9
116582-29,116582,29
101783-45,101783,45
132183-29,132183,29
120189-9,120189,9
99930-15,99930,15
111480-22,111480,22
102076-15,102076,15
121095-28,121095,28
109876-46,109876,46
108014-18,108014,18
105051-27,105051,27
132144-19,132144,19
132508-48,132508,48
109760-35,109760,35
103291-58,103291,58
121510-21,121510,21
104121-44,104121,44
112678-34,112678,34
103990-19,103990,19
127396-34,127396,34
111929-10,111929,10
129475-44,129475,44
114531-17,114531,17
106909-45,106909,45
105028-5,105028,5
126391-10,126391,10
122450-5,122450,5
106782-43,106782,43
109104-35,109104,35
119826-38,119826,38
106030-10,106030,10
102526-17,102526,17
126617-9,126617,9
146533-9,146533,9
125241-40,125241,40
122343-49,122343,49
124252-19,124252,19
126087-17,126087,17
132969-58,132969,58
115766-26,115766,26
142715-44,142715,44
115901-22,115901,22
116631-9,116631,9
121495-46,121495,46
123344-58,123344,58
121874-22,121874,22
101829-9,101829,9
102050-30,102050,30
127833-30,127833,30
132321-44,132321,44
132528-9,132528,9
105788-17,105788,17
103260-32,103260,32
99905-27,99905,27
122166-44,122166,44
109124-20,109124,20
115928-26,115928,26
116626-55,116626,55
109536-20,109536,20
103638-26,103638,26
108779-29,108779,29
