CompoundCityId,cityId,stateId,Entity,Shape
110958-23,110958,23,FOUND,FOUND
147120-26,147120,26,FOUND,FOUND
111261-34,111261,34,FOUND,NOT_FOUND
111273-20,111273,20,FOUND,NOT_FOUND
109388-9,109388,9,NOT_FOUND,NOT_FOUND
109389-40,109389,40,NOT_FOUND,NOT_FOUND
109756-44,109756,44,FOUND,NOT_FOUND
110118-49,110118,49,NOT_FOUND,NOT_FOUND
110201-58,110201,58,FOUND,FOUND
110399-45,110399,45,FOUND,FOUND
108627-15,108627,15,FOUND,FOUND
108868-52,108868,52,NOT_FOUND,NOT_FOUND
108972-58,108972,58,NOT_FOUND,NOT_FOUND
109089-6,109089,6,NOT_FOUND,NOT_FOUND
109112-44,109112,44,NOT_FOUND,NOT_FOUND
109155-49,109155,49,NOT_FOUND,NOT_FOUND
107150-58,107150,58,FOUND,NOT_FOUND
107415-22,107415,22,FOUND,NOT_FOUND
107569-29,107569,29,FOUND,FOUND
107633-19,107633,19,FOUND,FOUND
108404-21,108404,21,FOUND,FOUND
108496-28,108496,28,FOUND,NOT_FOUND
106618-28,106618,28,FOUND,FOUND
106675-45,106675,45,FOUND,NOT_FOUND
106795-44,106795,44,NOT_FOUND,NOT_FOUND
106893-7,106893,7,FOUND,FOUND
107019-9,107019,9,FOUND,NOT_FOUND
107147-9,107147,9,FOUND,FOUND
105794-17,105794,17,NOT_FOUND,NOT_FOUND
105943-58,105943,58,FOUND,FOUND
106047-22,106047,22,FOUND,FOUND
106105-29,106105,29,NOT_FOUND,NOT_FOUND
106252-21,106252,21,FOUND,FOUND
106425-48,106425,48,FOUND,FOUND
105295-34,105295,34,FOUND,NOT_FOUND
105373-17,105373,17,FOUND,FOUND
105607-49,105607,49,FOUND,FOUND
105691-44,105691,44,NOT_FOUND,NOT_FOUND
105732-27,105732,27,FOUND,FOUND
105738-7,105738,7,FOUND,NOT_FOUND
105012-29,105012,29,NOT_FOUND,NOT_FOUND
105072-34,105072,34,FOUND,FOUND
105072-28,105072,28,FOUND,FOUND
105217-44,105217,44,FOUND,NOT_FOUND
105223-31,105223,31,FOUND,NOT_FOUND
105266-44,105266,44,NOT_FOUND,NOT_FOUND
104101-58,104101,58,FOUND,FOUND
104432-23,104432,23,NOT_FOUND,NOT_FOUND
104690-30,104690,30,NOT_FOUND,NOT_FOUND
104841-58,104841,58,FOUND,FOUND
104929-30,104929,30,NOT_FOUND,NOT_FOUND
104979-63,104979,63,NOT_FOUND,FOUND
102847-54,102847,54,NOT_FOUND,NOT_FOUND
103267-9,103267,9,NOT_FOUND,NOT_FOUND
103681-60,103681,60,NOT_FOUND,NOT_FOUND
103727-19,103727,19,FOUND,NOT_FOUND
103973-58,103973,58,FOUND,NOT_FOUND
104067-34,104067,34,FOUND,FOUND
101142-63,101142,63,NOT_FOUND,NOT_FOUND
101321-31,101321,31,NOT_FOUND,NOT_FOUND
101664-19,101664,19,FOUND,FOUND
101927-46,101927,46,FOUND,FOUND
101966-17,101966,17,FOUND,NOT_FOUND
102842-19,102842,19,NOT_FOUND,NOT_FOUND
99594-28,99594,28,FOUND,FOUND
146526-16,146526,16,NOT_FOUND,NOT_FOUND
99843-22,99843,22,FOUND,NOT_FOUND
100024-52,100024,52,NOT_FOUND,NOT_FOUND
100166-55,100166,55,NOT_FOUND,NOT_FOUND
100224-5,100224,5,NOT_FOUND,NOT_FOUND
133189-35,133189,35,FOUND,NOT_FOUND
132425-44,132425,44,FOUND,FOUND
132580-49,132580,49,FOUND,FOUND
132608-6,132608,6,NOT_FOUND,NOT_FOUND
132632-49,132632,49,NOT_FOUND,NOT_FOUND
132860-30,132860,30,FOUND,NOT_FOUND
133147-49,133147,49,FOUND,FOUND
131226-55,131226,55,FOUND,FOUND
131364-17,131364,17,NOT_FOUND,NOT_FOUND
131412-64,131412,64,NOT_FOUND,FOUND
131770-34,131770,34,NOT_FOUND,NOT_FOUND
132150-59,132150,59,NOT_FOUND,FOUND
132294-24,132294,24,FOUND,NOT_FOUND
129801-52,129801,52,NOT_FOUND,NOT_FOUND
130583-58,130583,58,FOUND,NOT_FOUND
130716-60,130716,60,NOT_FOUND,FOUND
130756-34,130756,34,NOT_FOUND,NOT_FOUND
130780-29,130780,29,FOUND,FOUND
131202-28,131202,28,FOUND,NOT_FOUND
147402-39,147402,39,NOT_FOUND,NOT_FOUND
129044-60,129044,60,NOT_FOUND,FOUND
129101-19,129101,19,NOT_FOUND,NOT_FOUND
129103-54,129103,54,FOUND,FOUND
129267-65,129267,65,NOT_FOUND,FOUND
129622-52,129622,52,NOT_FOUND,NOT_FOUND
128427-55,128427,55,NOT_FOUND,NOT_FOUND
128559-11,128559,11,FOUND,FOUND
128638-31,128638,31,NOT_FOUND,NOT_FOUND
128648-49,128648,49,FOUND,FOUND
147398-19,147398,19,NOT_FOUND,NOT_FOUND
128805-11,128805,11,FOUND,FOUND
127301-58,127301,58,NOT_FOUND,NOT_FOUND
127441-44,127441,44,FOUND,FOUND
127482-27,127482,27,FOUND,FOUND
127548-38,127548,38,FOUND,NOT_FOUND
128045-49,128045,49,NOT_FOUND,NOT_FOUND
128330-22,128330,22,FOUND,NOT_FOUND
126345-48,126345,48,FOUND,NOT_FOUND
126464-29,126464,29,NOT_FOUND,NOT_FOUND
143765-13,143765,13,NOT_FOUND,NOT_FOUND
126681-21,126681,21,FOUND,NOT_FOUND
127242-30,127242,30,NOT_FOUND,NOT_FOUND
127281-45,127281,45,FOUND,FOUND
125362-32,125362,32,FOUND,NOT_FOUND
126025-22,126025,22,FOUND,FOUND
126105-62,126105,62,NOT_FOUND,NOT_FOUND
126128-18,126128,18,NOT_FOUND,NOT_FOUND
126224-27,126224,27,FOUND,NOT_FOUND
126234-20,126234,20,FOUND,FOUND
123946-52,123946,52,NOT_FOUND,NOT_FOUND
124059-9,124059,9,NOT_FOUND,NOT_FOUND
124220-6,124220,6,FOUND,NOT_FOUND
124565-18,124565,18,NOT_FOUND,NOT_FOUND
124816-59,124816,59,NOT_FOUND,FOUND
125320-34,125320,34,FOUND,FOUND
122690-4,122690,4,FOUND,FOUND
122937-9,122937,9,FOUND,NOT_FOUND
123532-24,123532,24,FOUND,FOUND
123574-31,123574,31,NOT_FOUND,NOT_FOUND
123622-27,123622,27,FOUND,NOT_FOUND
123674-49,123674,49,NOT_FOUND,NOT_FOUND
121365-58,121365,58,FOUND,NOT_FOUND
121414-27,121414,27,FOUND,NOT_FOUND
121522-9,121522,9,FOUND,FOUND
122163-5,122163,5,FOUND,FOUND
122166-57,122166,57,FOUND,FOUND
122582-29,122582,29,NOT_FOUND,NOT_FOUND
120454-23,120454,23,FOUND,NOT_FOUND
120567-58,120567,58,FOUND,NOT_FOUND
120592-49,120592,49,NOT_FOUND,NOT_FOUND
120681-46,120681,46,FOUND,NOT_FOUND
121025-7,121025,7,NOT_FOUND,NOT_FOUND
121164-58,121164,58,NOT_FOUND,NOT_FOUND
119368-63,119368,63,NOT_FOUND,FOUND
119440-64,119440,64,NOT_FOUND,FOUND
119798-36,119798,36,FOUND,NOT_FOUND
120208-10,120208,10,NOT_FOUND,NOT_FOUND
120221-30,120221,30,NOT_FOUND,NOT_FOUND
120444-22,120444,22,FOUND,NOT_FOUND
118697-19,118697,19,NOT_FOUND,NOT_FOUND
118814-45,118814,45,FOUND,FOUND
118990-9,118990,9,NOT_FOUND,NOT_FOUND
119012-49,119012,49,FOUND,FOUND
119286-64,119286,64,NOT_FOUND,FOUND
119361-29,119361,29,FOUND,NOT_FOUND
118214-58,118214,58,FOUND,NOT_FOUND
118315-62,118315,62,NOT_FOUND,FOUND
118327-64,118327,64,NOT_FOUND,FOUND
118349-15,118349,15,FOUND,NOT_FOUND
118444-31,118444,31,NOT_FOUND,NOT_FOUND
118468-26,118468,26,FOUND,NOT_FOUND
117258-21,117258,21,FOUND,NOT_FOUND
117287-10,117287,10,NOT_FOUND,NOT_FOUND
117318-58,117318,58,FOUND,FOUND
117471-15,117471,15,FOUND,FOUND
117480-30,117480,30,NOT_FOUND,NOT_FOUND
117885-45,117885,45,FOUND,NOT_FOUND
116814-45,116814,45,FOUND,FOUND
116932-52,116932,52,NOT_FOUND,NOT_FOUND
117090-49,117090,49,FOUND,NOT_FOUND
117191-22,117191,22,FOUND,NOT_FOUND
117199-19,117199,19,NOT_FOUND,NOT_FOUND
117256-30,117256,30,NOT_FOUND,NOT_FOUND
115576-59,115576,59,NOT_FOUND,NOT_FOUND
116033-20,116033,20,FOUND,FOUND
116045-60,116045,60,NOT_FOUND,FOUND
116050-19,116050,19,FOUND,NOT_FOUND
116176-62,116176,62,NOT_FOUND,FOUND
116618-20,116618,20,FOUND,FOUND
114752-21,114752,21,FOUND,FOUND
114755-10,114755,10,NOT_FOUND,NOT_FOUND
114838-58,114838,58,FOUND,NOT_FOUND
115419-34,115419,34,FOUND,FOUND
115457-5,115457,5,NOT_FOUND,NOT_FOUND
115551-19,115551,19,FOUND,NOT_FOUND
113417-29,113417,29,FOUND,FOUND
113735-18,113735,18,FOUND,FOUND
113804-9,113804,9,FOUND,NOT_FOUND
113929-30,113929,30,FOUND,NOT_FOUND
114689-64,114689,64,NOT_FOUND,NOT_FOUND
114751-9,114751,9,FOUND,FOUND
112856-57,112856,57,FOUND,FOUND
112956-58,112956,58,NOT_FOUND,NOT_FOUND
112992-64,112992,64,NOT_FOUND,FOUND
112992-14,112992,14,FOUND,FOUND
113314-22,113314,22,FOUND,NOT_FOUND
113376-23,113376,23,NOT_FOUND,NOT_FOUND
111240-49,111240,49,NOT_FOUND,NOT_FOUND
112026-26,112026,26,FOUND,FOUND
112237-19,112237,19,FOUND,NOT_FOUND
112479-55,112479,55,NOT_FOUND,NOT_FOUND
143885-44,143885,44,FOUND,FOUND
112841-53,112841,53,FOUND,FOUND
110229-20,110229,20,NOT_FOUND,NOT_FOUND
110295-40,110295,40,FOUND,FOUND
110324-29,110324,29,FOUND,FOUND
110415-38,110415,38,FOUND,NOT_FOUND
110496-58,110496,58,FOUND,FOUND
111094-64,111094,64,NOT_FOUND,FOUND
109590-44,109590,44,NOT_FOUND,NOT_FOUND
109871-28,109871,28,FOUND,NOT_FOUND
109974-49,109974,49,NOT_FOUND,NOT_FOUND
110010-9,110010,9,FOUND,NOT_FOUND
110110-22,110110,22,FOUND,FOUND
110220-17,110220,17,FOUND,FOUND
108207-26,108207,26,FOUND,FOUND
108511-49,108511,49,NOT_FOUND,NOT_FOUND
108546-63,108546,63,NOT_FOUND,NOT_FOUND
108551-23,108551,23,FOUND,FOUND
108980-36,108980,36,FOUND,NOT_FOUND
109439-49,109439,49,NOT_FOUND,NOT_FOUND
107406-35,107406,35,FOUND,NOT_FOUND
107480-29,107480,29,FOUND,FOUND
107607-49,107607,49,NOT_FOUND,NOT_FOUND
107622-24,107622,24,NOT_FOUND,NOT_FOUND
107754-45,107754,45,NOT_FOUND,NOT_FOUND
108024-14,108024,14,FOUND,NOT_FOUND
106900-22,106900,22,FOUND,NOT_FOUND
107047-64,107047,64,NOT_FOUND,NOT_FOUND
107063-45,107063,45,FOUND,NOT_FOUND
107072-19,107072,19,FOUND,NOT_FOUND
107152-58,107152,58,NOT_FOUND,NOT_FOUND
107373-26,107373,26,FOUND,FOUND
105887-31,105887,31,FOUND,NOT_FOUND
105970-45,105970,45,NOT_FOUND,NOT_FOUND
106169-27,106169,27,FOUND,FOUND
106327-45,106327,45,FOUND,NOT_FOUND
106449-65,106449,65,NOT_FOUND,FOUND
106687-30,106687,30,FOUND,FOUND
105456-58,105456,58,FOUND,NOT_FOUND
147057-52,147057,52,NOT_FOUND,NOT_FOUND
105590-49,105590,49,FOUND,FOUND
105702-7,105702,7,FOUND,FOUND
105731-30,105731,30,FOUND,NOT_FOUND
105798-29,105798,29,FOUND,NOT_FOUND
104635-49,104635,49,FOUND,FOUND
104690-24,104690,24,FOUND,FOUND
104764-10,104764,10,FOUND,NOT_FOUND
104914-55,104914,55,FOUND,FOUND
105011-19,105011,19,FOUND,NOT_FOUND
105051-54,105051,54,FOUND,FOUND
103645-15,103645,15,FOUND,NOT_FOUND
103960-63,103960,63,NOT_FOUND,NOT_FOUND
103992-5,103992,5,FOUND,NOT_FOUND
104015-58,104015,58,NOT_FOUND,NOT_FOUND
104376-21,104376,21,FOUND,NOT_FOUND
104386-64,104386,64,NOT_FOUND,FOUND
103191-59,103191,59,NOT_FOUND,FOUND
103281-18,103281,18,FOUND,FOUND
103385-46,103385,46,FOUND,NOT_FOUND
103531-31,103531,31,NOT_FOUND,NOT_FOUND
103550-62,103550,62,NOT_FOUND,NOT_FOUND
103594-43,103594,43,FOUND,FOUND
102224-34,102224,34,NOT_FOUND,NOT_FOUND
102747-36,102747,36,FOUND,NOT_FOUND
102867-57,102867,57,FOUND,FOUND
102927-5,102927,5,FOUND,NOT_FOUND
146027-52,146027,52,NOT_FOUND,NOT_FOUND
103086-29,103086,29,FOUND,NOT_FOUND
101447-39,101447,39,NOT_FOUND,NOT_FOUND
101678-6,101678,6,NOT_FOUND,NOT_FOUND
101716-27,101716,27,FOUND,FOUND
101854-49,101854,49,NOT_FOUND,NOT_FOUND
102059-5,102059,5,NOT_FOUND,NOT_FOUND
102072-39,102072,39,FOUND,NOT_FOUND
100784-60,100784,60,NOT_FOUND,FOUND
100883-22,100883,22,FOUND,FOUND
100947-60,100947,60,NOT_FOUND,NOT_FOUND
100989-46,100989,46,FOUND,NOT_FOUND
101384-31,101384,31,FOUND,FOUND
101401-45,101401,45,FOUND,FOUND
100354-63,100354,63,NOT_FOUND,FOUND
100483-58,100483,58,FOUND,FOUND
100536-60,100536,60,NOT_FOUND,FOUND
100645-32,100645,32,FOUND,FOUND
100657-35,100657,35,NOT_FOUND,NOT_FOUND
100701-39,100701,39,NOT_FOUND,NOT_FOUND
99515-21,99515,21,FOUND,FOUND
99534-39,99534,39,NOT_FOUND,NOT_FOUND
99860-9,99860,9,NOT_FOUND,NOT_FOUND
99912-39,99912,39,FOUND,FOUND
100195-59,100195,59,NOT_FOUND,NOT_FOUND
100551-63,100551,63,NOT_FOUND,NOT_FOUND
133131-30,133131,30,NOT_FOUND,NOT_FOUND
132104-62,132104,62,NOT_FOUND,NOT_FOUND
132140-39,132140,39,FOUND,FOUND
132205-20,132205,20,FOUND,FOUND
132448-9,132448,9,FOUND,NOT_FOUND
132967-65,132967,65,NOT_FOUND,FOUND
133045-1,133045,1,NOT_FOUND,FOUND
131277-9,131277,9,NOT_FOUND,NOT_FOUND
131419-11,131419,11,FOUND,FOUND
131475-44,131475,44,NOT_FOUND,NOT_FOUND
131619-34,131619,34,NOT_FOUND,NOT_FOUND
131731-28,131731,28,FOUND,FOUND
131905-45,131905,45,FOUND,NOT_FOUND
130328-52,130328,52,NOT_FOUND,NOT_FOUND
147507-52,147507,52,NOT_FOUND,NOT_FOUND
130566-31,130566,31,FOUND,NOT_FOUND
130736-1,130736,1,NOT_FOUND,NOT_FOUND
130964-29,130964,29,FOUND,NOT_FOUND
131088-10,131088,10,FOUND,FOUND
127971-49,127971,49,FOUND,FOUND
128564-32,128564,32,FOUND,FOUND
129635-52,129635,52,NOT_FOUND,NOT_FOUND
129727-52,129727,52,NOT_FOUND,NOT_FOUND
129855-52,129855,52,NOT_FOUND,NOT_FOUND
146137-52,146137,52,NOT_FOUND,NOT_FOUND
126917-9,126917,9,FOUND,NOT_FOUND
127251-63,127251,63,NOT_FOUND,NOT_FOUND
127406-21,127406,21,FOUND,NOT_FOUND
127696-19,127696,19,FOUND,NOT_FOUND
127758-14,127758,14,FOUND,FOUND
127808-60,127808,60,NOT_FOUND,FOUND
124986-23,124986,23,FOUND,FOUND
125251-49,125251,49,FOUND,FOUND
125509-34,125509,34,FOUND,NOT_FOUND
126201-44,126201,44,FOUND,FOUND
126386-63,126386,63,NOT_FOUND,NOT_FOUND
146114-65,146114,65,NOT_FOUND,NOT_FOUND
123857-44,123857,44,FOUND,FOUND
124116-30,124116,30,FOUND,NOT_FOUND
124426-18,124426,18,FOUND,FOUND
124743-64,124743,64,NOT_FOUND,FOUND
124864-9,124864,9,FOUND,NOT_FOUND
124942-7,124942,7,FOUND,NOT_FOUND
122842-23,122842,23,FOUND,NOT_FOUND
123189-19,123189,19,FOUND,FOUND
123388-22,123388,22,FOUND,NOT_FOUND
123532-17,123532,17,FOUND,NOT_FOUND
123609-62,123609,62,NOT_FOUND,NOT_FOUND
123631-58,123631,58,NOT_FOUND,NOT_FOUND
122063-46,122063,46,FOUND,FOUND
122179-9,122179,9,FOUND,FOUND
122491-58,122491,58,NOT_FOUND,NOT_FOUND
122606-9,122606,9,FOUND,NOT_FOUND
122643-49,122643,49,FOUND,FOUND
122794-31,122794,31,FOUND,NOT_FOUND
121418-39,121418,39,FOUND,FOUND
121485-9,121485,9,NOT_FOUND,NOT_FOUND
121550-52,121550,52,NOT_FOUND,NOT_FOUND
121665-55,121665,55,FOUND,FOUND
121726-39,121726,39,FOUND,FOUND
122028-49,122028,49,FOUND,FOUND
120073-26,120073,26,FOUND,FOUND
120309-45,120309,45,FOUND,NOT_FOUND
120469-18,120469,18,FOUND,NOT_FOUND
120676-64,120676,64,NOT_FOUND,NOT_FOUND
121018-44,121018,44,NOT_FOUND,NOT_FOUND
121359-65,121359,65,NOT_FOUND,FOUND
119358-63,119358,63,NOT_FOUND,NOT_FOUND
119487-45,119487,45,FOUND,NOT_FOUND
119542-11,119542,11,FOUND,FOUND
119626-9,119626,9,NOT_FOUND,NOT_FOUND
119766-19,119766,19,FOUND,NOT_FOUND
119793-62,119793,62,NOT_FOUND,NOT_FOUND
117866-14,117866,14,FOUND,FOUND
118898-17,118898,17,NOT_FOUND,NOT_FOUND
118901-27,118901,27,FOUND,FOUND
119005-45,119005,45,FOUND,NOT_FOUND
119062-63,119062,63,NOT_FOUND,FOUND
119297-58,119297,58,NOT_FOUND,NOT_FOUND
116888-43,116888,43,FOUND,NOT_FOUND
116888-49,116888,49,NOT_FOUND,NOT_FOUND
146080-52,146080,52,NOT_FOUND,NOT_FOUND
117316-23,117316,23,FOUND,NOT_FOUND
117510-45,117510,45,FOUND,FOUND
117817-24,117817,24,FOUND,FOUND
115647-49,115647,49,NOT_FOUND,NOT_FOUND
115824-23,115824,23,FOUND,NOT_FOUND
115884-28,115884,28,FOUND,FOUND
115903-29,115903,29,FOUND,FOUND
116385-19,116385,19,FOUND,NOT_FOUND
116750-58,116750,58,NOT_FOUND,NOT_FOUND
115267-48,115267,48,FOUND,FOUND
115300-59,115300,59,NOT_FOUND,FOUND
115301-10,115301,10,FOUND,FOUND
115313-26,115313,26,FOUND,FOUND
115410-49,115410,49,FOUND,FOUND
115463-14,115463,14,FOUND,FOUND
113715-9,113715,9,FOUND,NOT_FOUND
113760-60,113760,60,NOT_FOUND,FOUND
114097-59,114097,59,NOT_FOUND,NOT_FOUND
114721-9,114721,9,FOUND,NOT_FOUND
114939-62,114939,62,NOT_FOUND,NOT_FOUND
115114-20,115114,20,FOUND,NOT_FOUND
112656-14,112656,14,FOUND,FOUND
112735-23,112735,23,NOT_FOUND,NOT_FOUND
112850-64,112850,64,NOT_FOUND,FOUND
112986-49,112986,49,FOUND,FOUND
113399-45,113399,45,FOUND,NOT_FOUND
113661-60,113661,60,NOT_FOUND,FOUND
112085-22,112085,22,FOUND,FOUND
112219-43,112219,43,FOUND,FOUND
112273-58,112273,58,FOUND,FOUND
112285-58,112285,58,FOUND,FOUND
112286-44,112286,44,FOUND,FOUND
112426-14,112426,14,FOUND,FOUND
111753-17,111753,17,FOUND,NOT_FOUND
111833-44,111833,44,FOUND,NOT_FOUND
111842-22,111842,22,FOUND,FOUND
111904-57,111904,57,FOUND,FOUND
111913-65,111913,65,NOT_FOUND,FOUND
112080-55,112080,55,FOUND,FOUND
110634-19,110634,19,NOT_FOUND,NOT_FOUND
111125-4,111125,4,FOUND,FOUND
111220-63,111220,63,NOT_FOUND,FOUND
111273-9,111273,9,FOUND,NOT_FOUND
111622-26,111622,26,FOUND,NOT_FOUND
111627-30,111627,30,FOUND,NOT_FOUND
108716-30,108716,30,NOT_FOUND,NOT_FOUND
108986-22,108986,22,FOUND,NOT_FOUND
109051-31,109051,31,FOUND,FOUND
109057-21,109057,21,FOUND,NOT_FOUND
109178-40,109178,40,FOUND,NOT_FOUND
109931-57,109931,57,FOUND,NOT_FOUND
107947-26,107947,26,FOUND,NOT_FOUND
108053-39,108053,39,FOUND,FOUND
108403-13,108403,13,FOUND,FOUND
108473-28,108473,28,FOUND,NOT_FOUND
108616-53,108616,53,FOUND,FOUND
108702-23,108702,23,FOUND,FOUND
106501-29,106501,29,FOUND,FOUND
106635-18,106635,18,NOT_FOUND,NOT_FOUND
106650-32,106650,32,FOUND,FOUND
107224-22,107224,22,FOUND,NOT_FOUND
107465-19,107465,19,FOUND,FOUND
107514-57,107514,57,FOUND,FOUND
105212-60,105212,60,NOT_FOUND,FOUND
105461-58,105461,58,FOUND,NOT_FOUND
105636-49,105636,49,FOUND,FOUND
105698-58,105698,58,NOT_FOUND,NOT_FOUND
105953-36,105953,36,FOUND,NOT_FOUND
105979-19,105979,19,NOT_FOUND,NOT_FOUND
103496-30,103496,30,NOT_FOUND,NOT_FOUND
103515-26,103515,26,FOUND,FOUND
104149-19,104149,19,FOUND,NOT_FOUND
104594-22,104594,22,NOT_FOUND,NOT_FOUND
105072-23,105072,23,FOUND,FOUND
105109-9,105109,9,FOUND,NOT_FOUND
102933-59,102933,59,NOT_FOUND,NOT_FOUND
102976-54,102976,54,FOUND,FOUND
103079-26,103079,26,FOUND,NOT_FOUND
103177-44,103177,44,NOT_FOUND,NOT_FOUND
103367-21,103367,21,FOUND,NOT_FOUND
103495-58,103495,58,FOUND,FOUND
102326-52,102326,52,NOT_FOUND,NOT_FOUND
102352-52,102352,52,NOT_FOUND,NOT_FOUND
102479-55,102479,55,FOUND,FOUND
102567-40,102567,40,FOUND,NOT_FOUND
102636-15,102636,15,FOUND,NOT_FOUND
102652-22,102652,22,FOUND,FOUND
100630-55,100630,55,NOT_FOUND,NOT_FOUND
100746-46,100746,46,FOUND,FOUND
100802-46,100802,46,FOUND,FOUND
101043-36,101043,36,FOUND,NOT_FOUND
101427-34,101427,34,FOUND,FOUND
102075-45,102075,45,NOT_FOUND,NOT_FOUND
99851-28,99851,28,FOUND,FOUND
100179-34,100179,34,FOUND,FOUND
100288-44,100288,44,FOUND,NOT_FOUND
100538-20,100538,20,FOUND,NOT_FOUND
100588-20,100588,20,NOT_FOUND,NOT_FOUND
100633-39,100633,39,NOT_FOUND,NOT_FOUND
132440-24,132440,24,FOUND,FOUND
132505-19,132505,19,NOT_FOUND,NOT_FOUND
143795-14,143795,14,FOUND,FOUND
132718-11,132718,11,FOUND,FOUND
131876-62,131876,62,NOT_FOUND,NOT_FOUND
131911-44,131911,44,NOT_FOUND,NOT_FOUND
132209-24,132209,24,FOUND,FOUND
132225-9,132225,9,FOUND,NOT_FOUND
132234-64,132234,64,NOT_FOUND,FOUND
132308-49,132308,49,NOT_FOUND,NOT_FOUND
131056-22,131056,22,NOT_FOUND,NOT_FOUND
131145-46,131145,46,FOUND,FOUND
131255-63,131255,63,NOT_FOUND,NOT_FOUND
131383-9,131383,9,FOUND,FOUND
131677-17,131677,17,FOUND,FOUND
131695-58,131695,58,FOUND,NOT_FOUND
129524-52,129524,52,NOT_FOUND,NOT_FOUND
129857-52,129857,52,NOT_FOUND,NOT_FOUND
146894-52,146894,52,NOT_FOUND,NOT_FOUND
147509-52,147509,52,NOT_FOUND,NOT_FOUND
130674-48,130674,48,NOT_FOUND,NOT_FOUND
130739-5,130739,5,NOT_FOUND,NOT_FOUND
129097-63,129097,63,NOT_FOUND,NOT_FOUND
129130-44,129130,44,FOUND,NOT_FOUND
129220-30,129220,30,FOUND,NOT_FOUND
129257-9,129257,9,FOUND,NOT_FOUND
129413-49,129413,49,FOUND,FOUND
129484-26,129484,26,FOUND,FOUND
127872-49,127872,49,NOT_FOUND,NOT_FOUND
127993-49,127993,49,FOUND,FOUND
128126-22,128126,22,FOUND,NOT_FOUND
128561-5,128561,5,FOUND,FOUND
128788-28,128788,28,FOUND,NOT_FOUND
128894-49,128894,49,FOUND,FOUND
127241-19,127241,19,FOUND,FOUND
127452-19,127452,19,NOT_FOUND,NOT_FOUND
127604-45,127604,45,FOUND,FOUND
127634-11,127634,11,FOUND,FOUND
127771-49,127771,49,FOUND,FOUND
127776-31,127776,31,FOUND,FOUND
126161-9,126161,9,FOUND,FOUND
126209-19,126209,19,FOUND,NOT_FOUND
126263-65,126263,65,NOT_FOUND,FOUND
126514-49,126514,49,FOUND,FOUND
126606-15,126606,15,FOUND,FOUND
126649-49,126649,49,FOUND,NOT_FOUND
124857-49,124857,49,NOT_FOUND,NOT_FOUND
125098-10,125098,10,FOUND,FOUND
125259-19,125259,19,NOT_FOUND,NOT_FOUND
125502-46,125502,46,FOUND,NOT_FOUND
125930-22,125930,22,NOT_FOUND,NOT_FOUND
126069-21,126069,21,FOUND,NOT_FOUND
124359-44,124359,44,FOUND,NOT_FOUND
124362-54,124362,54,FOUND,FOUND
124488-20,124488,20,NOT_FOUND,NOT_FOUND
124580-34,124580,34,FOUND,NOT_FOUND
124596-57,124596,57,NOT_FOUND,NOT_FOUND
124660-7,124660,7,NOT_FOUND,NOT_FOUND
123153-22,123153,22,FOUND,FOUND
123216-6,123216,6,NOT_FOUND,NOT_FOUND
123461-9,123461,9,FOUND,FOUND
123530-30,123530,30,NOT_FOUND,NOT_FOUND
123940-52,123940,52,NOT_FOUND,NOT_FOUND
124011-15,124011,15,FOUND,NOT_FOUND
121970-4,121970,4,FOUND,FOUND
122056-20,122056,20,NOT_FOUND,NOT_FOUND
122247-31,122247,31,FOUND,FOUND
148451-52,148451,52,NOT_FOUND,NOT_FOUND
122936-49,122936,49,FOUND,FOUND
123021-49,123021,49,NOT_FOUND,NOT_FOUND
120864-39,120864,39,FOUND,FOUND
121012-5,121012,5,FOUND,NOT_FOUND
121212-44,121212,44,NOT_FOUND,NOT_FOUND
121353-55,121353,55,NOT_FOUND,NOT_FOUND
121398-30,121398,30,FOUND,NOT_FOUND
121936-18,121936,18,FOUND,FOUND
119015-5,119015,5,FOUND,NOT_FOUND
119309-24,119309,24,FOUND,FOUND
119498-20,119498,20,FOUND,FOUND
119828-22,119828,22,FOUND,NOT_FOUND
120773-34,120773,34,NOT_FOUND,NOT_FOUND
120857-11,120857,11,FOUND,FOUND
118399-39,118399,39,FOUND,FOUND
118413-30,118413,30,NOT_FOUND,NOT_FOUND
118430-53,118430,53,NOT_FOUND,NOT_FOUND
118484-63,118484,63,NOT_FOUND,NOT_FOUND
118823-49,118823,49,FOUND,FOUND
118870-29,118870,29,FOUND,FOUND
116879-40,116879,40,NOT_FOUND,NOT_FOUND
116896-63,116896,63,NOT_FOUND,NOT_FOUND
117588-58,117588,58,FOUND,FOUND
148105-31,148105,31,FOUND,NOT_FOUND
117733-20,117733,20,NOT_FOUND,NOT_FOUND
117918-9,117918,9,FOUND,NOT_FOUND
116100-45,116100,45,FOUND,FOUND
116133-23,116133,23,NOT_FOUND,NOT_FOUND
116138-34,116138,34,NOT_FOUND,NOT_FOUND
116216-34,116216,34,NOT_FOUND,NOT_FOUND
116473-9,116473,9,FOUND,FOUND
116499-58,116499,58,FOUND,NOT_FOUND
114880-1,114880,1,NOT_FOUND,NOT_FOUND
115454-49,115454,49,NOT_FOUND,NOT_FOUND
143743-27,143743,27,FOUND,NOT_FOUND
115772-30,115772,30,FOUND,NOT_FOUND
146077-65,146077,65,NOT_FOUND,FOUND
115990-39,115990,39,FOUND,FOUND
113761-44,113761,44,FOUND,NOT_FOUND
113850-26,113850,26,NOT_FOUND,NOT_FOUND
