CompoundCityId,cityId,stateId,Entity,Shape
109831-29,109831,29,FOUND,NOT_FOUND
116243-34,116243,34,FOUND,NOT_FOUND
116278-45,116278,45,FOUND,NOT_FOUND
116725-5,116725,5,NOT_FOUND,NOT_FOUND
120120-44,120120,44,NOT_FOUND,NOT_FOUND
120443-60,120443,60,NOT_FOUND,FOUND
124988-23,124988,23,NOT_FOUND,NOT_FOUND
127658-9,127658,9,FOUND,NOT_FOUND
111323-58,111323,58,NOT_FOUND,NOT_FOUND
113660-20,113660,20,FOUND,FOUND
117674-21,117674,21,FOUND,FOUND
124300-19,124300,19,FOUND,NOT_FOUND
129406-22,129406,22,FOUND,FOUND
106650-57,106650,57,FOUND,NOT_FOUND
109011-29,109011,29,FOUND,FOUND
99932-52,99932,52,NOT_FOUND,NOT_FOUND
99998-17,99998,17,FOUND,FOUND
103521-30,103521,30,FOUND,NOT_FOUND
104232-17,104232,17,FOUND,NOT_FOUND
118647-34,118647,34,FOUND,NOT_FOUND
119739-58,119739,58,NOT_FOUND,NOT_FOUND
130023-52,130023,52,NOT_FOUND,NOT_FOUND
110931-20,110931,20,FOUND,FOUND
111565-15,111565,15,FOUND,NOT_FOUND
116567-49,116567,49,FOUND,FOUND
102149-15,102149,15,FOUND,FOUND
118004-58,118004,58,FOUND,NOT_FOUND
118882-34,118882,34,FOUND,FOUND
133166-22,133166,22,FOUND,FOUND
110257-22,110257,22,FOUND,FOUND
110875-59,110875,59,NOT_FOUND,NOT_FOUND
147165-23,147165,23,FOUND,FOUND
123414-58,123414,58,NOT_FOUND,NOT_FOUND
125820-10,125820,10,FOUND,FOUND
127894-58,127894,58,FOUND,NOT_FOUND
130477-14,130477,14,NOT_FOUND,NOT_FOUND
107777-45,107777,45,NOT_FOUND,NOT_FOUND
109223-64,109223,64,NOT_FOUND,FOUND
115029-14,115029,14,FOUND,FOUND
117681-6,117681,6,NOT_FOUND,NOT_FOUND
101027-39,101027,39,NOT_FOUND,NOT_FOUND
124208-65,124208,65,NOT_FOUND,NOT_FOUND
126804-27,126804,27,FOUND,NOT_FOUND
144182-52,144182,52,NOT_FOUND,NOT_FOUND
105688-32,105688,32,FOUND,NOT_FOUND
112019-38,112019,38,FOUND,NOT_FOUND
115204-23,115204,23,NOT_FOUND,NOT_FOUND
119800-45,119800,45,FOUND,NOT_FOUND
127752-58,127752,58,NOT_FOUND,NOT_FOUND
133177-22,133177,22,FOUND,NOT_FOUND
115148-36,115148,36,FOUND,NOT_FOUND
117216-30,117216,30,FOUND,FOUND
100914-39,100914,39,FOUND,NOT_FOUND
104807-57,104807,57,FOUND,FOUND
105114-58,105114,58,FOUND,FOUND
118439-63,118439,63,NOT_FOUND,NOT_FOUND
119042-40,119042,40,FOUND,FOUND
131392-64,131392,64,NOT_FOUND,NOT_FOUND
131506-28,131506,28,FOUND,NOT_FOUND
132362-26,132362,26,FOUND,FOUND
110951-24,110951,24,FOUND,FOUND
115644-29,115644,29,FOUND,NOT_FOUND
101266-52,101266,52,NOT_FOUND,NOT_FOUND
119341-11,119341,11,NOT_FOUND,NOT_FOUND
123464-9,123464,9,NOT_FOUND,NOT_FOUND
131905-27,131905,27,FOUND,NOT_FOUND
110261-9,110261,9,FOUND,NOT_FOUND
114186-63,114186,63,NOT_FOUND,NOT_FOUND
118355-49,118355,49,FOUND,FOUND
121846-46,121846,46,FOUND,NOT_FOUND
109668-27,109668,27,FOUND,FOUND
110913-28,110913,28,FOUND,FOUND
114318-54,114318,54,FOUND,FOUND
116050-65,116050,65,NOT_FOUND,FOUND
100256-38,100256,38,FOUND,NOT_FOUND
104613-65,104613,65,NOT_FOUND,FOUND
124599-36,124599,36,FOUND,NOT_FOUND
127276-58,127276,58,NOT_FOUND,NOT_FOUND
128871-20,128871,20,FOUND,NOT_FOUND
131104-65,131104,65,NOT_FOUND,FOUND
107022-57,107022,57,NOT_FOUND,NOT_FOUND
114349-58,114349,58,FOUND,FOUND
104182-35,104182,35,FOUND,NOT_FOUND
122927-34,122927,34,NOT_FOUND,NOT_FOUND
127270-58,127270,58,NOT_FOUND,NOT_FOUND
128566-44,128566,44,FOUND,NOT_FOUND
110043-35,110043,35,NOT_FOUND,NOT_FOUND
115765-30,115765,30,FOUND,NOT_FOUND
102313-52,102313,52,NOT_FOUND,NOT_FOUND
128799-19,128799,19,FOUND,NOT_FOUND
132986-6,132986,6,FOUND,FOUND
115670-55,115670,55,FOUND,FOUND
100184-29,100184,29,NOT_FOUND,NOT_FOUND
103184-17,103184,17,FOUND,NOT_FOUND
120985-44,120985,44,NOT_FOUND,NOT_FOUND
121482-19,121482,19,FOUND,FOUND
123378-7,123378,7,NOT_FOUND,NOT_FOUND
125282-15,125282,15,FOUND,NOT_FOUND
131272-49,131272,49,NOT_FOUND,NOT_FOUND
105993-30,105993,30,FOUND,NOT_FOUND
106403-58,106403,58,NOT_FOUND,NOT_FOUND
112043-29,112043,29,FOUND,NOT_FOUND
112855-31,112855,31,FOUND,FOUND
114128-23,114128,23,FOUND,FOUND
120081-11,120081,11,FOUND,FOUND
132543-20,132543,20,NOT_FOUND,NOT_FOUND
111989-29,111989,29,FOUND,FOUND
116734-6,116734,6,FOUND,FOUND
119685-49,119685,49,FOUND,FOUND
130403-52,130403,52,NOT_FOUND,NOT_FOUND
108038-55,108038,55,FOUND,FOUND
110845-20,110845,20,FOUND,NOT_FOUND
99661-52,99661,52,FOUND,FOUND
101339-48,101339,48,FOUND,FOUND
100304-30,100304,30,FOUND,NOT_FOUND
101110-36,101110,36,FOUND,NOT_FOUND
119994-15,119994,15,FOUND,FOUND
143824-14,143824,14,FOUND,FOUND
116281-49,116281,49,NOT_FOUND,NOT_FOUND
116395-45,116395,45,FOUND,NOT_FOUND
127844-63,127844,63,NOT_FOUND,NOT_FOUND
107585-39,107585,39,FOUND,FOUND
146534-9,146534,9,FOUND,NOT_FOUND
124221-19,124221,19,NOT_FOUND,NOT_FOUND
124857-55,124857,55,FOUND,FOUND
109419-36,109419,36,NOT_FOUND,NOT_FOUND
101134-6,101134,6,NOT_FOUND,NOT_FOUND
127533-4,127533,4,FOUND,FOUND
132622-9,132622,9,NOT_FOUND,NOT_FOUND
105747-55,105747,55,FOUND,FOUND
108808-26,108808,26,FOUND,NOT_FOUND
147033-52,147033,52,NOT_FOUND,NOT_FOUND
121454-6,121454,6,NOT_FOUND,NOT_FOUND
125960-48,125960,48,FOUND,NOT_FOUND
131450-19,131450,19,NOT_FOUND,NOT_FOUND
101369-45,101369,45,FOUND,FOUND
127833-49,127833,49,NOT_FOUND,NOT_FOUND
128370-19,128370,19,FOUND,NOT_FOUND
105407-54,105407,54,FOUND,FOUND
107044-20,107044,20,NOT_FOUND,NOT_FOUND
109156-58,109156,58,FOUND,FOUND
111852-32,111852,32,FOUND,NOT_FOUND
112001-22,112001,22,FOUND,FOUND
112642-64,112642,64,NOT_FOUND,NOT_FOUND
117115-23,117115,23,FOUND,FOUND
117200-24,117200,24,FOUND,FOUND
103391-48,103391,48,FOUND,NOT_FOUND
118332-14,118332,14,FOUND,FOUND
118575-64,118575,64,NOT_FOUND,FOUND
128559-44,128559,44,NOT_FOUND,NOT_FOUND
146910-52,146910,52,NOT_FOUND,NOT_FOUND
132911-19,132911,19,NOT_FOUND,NOT_FOUND
133186-54,133186,54,FOUND,FOUND
106535-58,106535,58,NOT_FOUND,NOT_FOUND
114387-49,114387,49,NOT_FOUND,NOT_FOUND
105374-60,105374,60,NOT_FOUND,FOUND
121958-55,121958,55,FOUND,FOUND
122459-58,122459,58,NOT_FOUND,NOT_FOUND
107304-31,107304,31,NOT_FOUND,NOT_FOUND
120480-55,120480,55,NOT_FOUND,NOT_FOUND
107019-30,107019,30,FOUND,NOT_FOUND
100731-48,100731,48,FOUND,FOUND
126347-29,126347,29,NOT_FOUND,NOT_FOUND
128823-58,128823,58,FOUND,FOUND
105590-54,105590,54,FOUND,FOUND
110397-64,110397,64,NOT_FOUND,FOUND
101008-19,101008,19,NOT_FOUND,NOT_FOUND
101154-44,101154,44,FOUND,FOUND
101689-65,101689,65,NOT_FOUND,FOUND
104816-5,104816,5,FOUND,FOUND
120825-31,120825,31,NOT_FOUND,NOT_FOUND
121860-20,121860,20,FOUND,FOUND
125825-22,125825,22,FOUND,NOT_FOUND
128249-36,128249,36,NOT_FOUND,NOT_FOUND
129846-52,129846,52,NOT_FOUND,NOT_FOUND
105625-17,105625,17,FOUND,FOUND
117540-14,117540,14,FOUND,FOUND
100190-49,100190,49,NOT_FOUND,NOT_FOUND
101956-62,101956,62,NOT_FOUND,NOT_FOUND
102786-49,102786,49,NOT_FOUND,NOT_FOUND
102936-19,102936,19,FOUND,NOT_FOUND
111036-1,111036,1,NOT_FOUND,NOT_FOUND
111343-28,111343,28,NOT_FOUND,NOT_FOUND
111583-49,111583,49,NOT_FOUND,NOT_FOUND
112739-4,112739,4,FOUND,FOUND
116115-23,116115,23,NOT_FOUND,NOT_FOUND
117357-52,117357,52,FOUND,FOUND
124295-22,124295,22,NOT_FOUND,NOT_FOUND
124324-21,124324,21,FOUND,NOT_FOUND
129503-49,129503,49,NOT_FOUND,NOT_FOUND
112521-49,112521,49,NOT_FOUND,NOT_FOUND
116057-65,116057,65,NOT_FOUND,FOUND
99793-19,99793,19,FOUND,FOUND
106773-49,106773,49,FOUND,FOUND
133316-9,133316,9,NOT_FOUND,NOT_FOUND
107459-19,107459,19,FOUND,FOUND
102288-52,102288,52,NOT_FOUND,NOT_FOUND
120828-31,120828,31,NOT_FOUND,NOT_FOUND
121470-9,121470,9,FOUND,FOUND
122251-65,122251,65,NOT_FOUND,NOT_FOUND
106488-53,106488,53,NOT_FOUND,NOT_FOUND
122148-39,122148,39,FOUND,FOUND
123279-11,123279,11,NOT_FOUND,NOT_FOUND
102882-44,102882,44,FOUND,FOUND
126744-49,126744,49,FOUND,FOUND
106521-46,106521,46,FOUND,NOT_FOUND
112459-49,112459,49,NOT_FOUND,NOT_FOUND
113554-21,113554,21,FOUND,NOT_FOUND
117282-6,117282,6,NOT_FOUND,NOT_FOUND
117919-21,117919,21,FOUND,FOUND
100270-57,100270,57,FOUND,FOUND
119034-6,119034,6,FOUND,NOT_FOUND
147493-52,147493,52,NOT_FOUND,NOT_FOUND
105447-30,105447,30,FOUND,FOUND
105620-7,105620,7,FOUND,NOT_FOUND
108131-4,108131,4,FOUND,FOUND
100891-44,100891,44,FOUND,FOUND
118167-49,118167,49,NOT_FOUND,NOT_FOUND
119005-6,119005,6,FOUND,NOT_FOUND
120592-39,120592,39,FOUND,FOUND
121263-30,121263,30,FOUND,FOUND
115054-20,115054,20,NOT_FOUND,NOT_FOUND
117435-44,117435,44,FOUND,NOT_FOUND
103195-49,103195,49,FOUND,FOUND
104253-34,104253,34,FOUND,NOT_FOUND
104903-49,104903,49,FOUND,FOUND
119438-17,119438,17,FOUND,FOUND
124666-19,124666,19,NOT_FOUND,NOT_FOUND
127153-57,127153,57,FOUND,FOUND
128587-65,128587,65,NOT_FOUND,FOUND
130837-52,130837,52,NOT_FOUND,NOT_FOUND
131241-22,131241,22,FOUND,NOT_FOUND
132933-30,132933,30,NOT_FOUND,NOT_FOUND
107307-19,107307,19,NOT_FOUND,NOT_FOUND
109131-29,109131,29,FOUND,FOUND
102158-49,102158,49,FOUND,FOUND
104475-44,104475,44,FOUND,FOUND
125702-58,125702,58,NOT_FOUND,NOT_FOUND
126359-17,126359,17,FOUND,NOT_FOUND
129277-29,129277,29,FOUND,NOT_FOUND
108527-58,108527,58,NOT_FOUND,NOT_FOUND
109929-28,109929,28,FOUND,FOUND
112144-45,112144,45,FOUND,FOUND
116986-58,116986,58,FOUND,FOUND
99839-60,99839,60,NOT_FOUND,NOT_FOUND
100974-30,100974,30,NOT_FOUND,NOT_FOUND
104223-48,104223,48,FOUND,NOT_FOUND
119580-23,119580,23,NOT_FOUND,NOT_FOUND
122084-64,122084,64,NOT_FOUND,FOUND
145643-34,145643,34,FOUND,NOT_FOUND
127888-48,127888,48,FOUND,NOT_FOUND
108752-34,108752,34,FOUND,NOT_FOUND
111889-58,111889,58,NOT_FOUND,NOT_FOUND
112932-20,112932,20,NOT_FOUND,NOT_FOUND
113851-26,113851,26,NOT_FOUND,NOT_FOUND
101068-39,101068,39,FOUND,FOUND
118247-59,118247,59,NOT_FOUND,FOUND
129928-52,129928,52,NOT_FOUND,NOT_FOUND
131574-49,131574,49,FOUND,FOUND
109705-22,109705,22,FOUND,FOUND
109809-20,109809,20,FOUND,FOUND
112103-22,112103,22,FOUND,FOUND
146067-14,146067,14,FOUND,FOUND
99535-9,99535,9,FOUND,FOUND
99851-24,99851,24,NOT_FOUND,NOT_FOUND
105000-30,105000,30,NOT_FOUND,NOT_FOUND
105189-5,105189,5,NOT_FOUND,NOT_FOUND
119845-49,119845,49,FOUND,FOUND
108967-62,108967,62,NOT_FOUND,NOT_FOUND
110951-44,110951,44,FOUND,NOT_FOUND
115309-18,115309,18,NOT_FOUND,NOT_FOUND
115926-18,115926,18,NOT_FOUND,NOT_FOUND
100327-19,100327,19,FOUND,FOUND
104771-34,104771,34,FOUND,NOT_FOUND
118687-17,118687,17,NOT_FOUND,NOT_FOUND
121932-31,121932,31,NOT_FOUND,NOT_FOUND
129643-52,129643,52,NOT_FOUND,NOT_FOUND
107279-31,107279,31,NOT_FOUND,NOT_FOUND
109936-20,109936,20,FOUND,FOUND
103887-59,103887,59,NOT_FOUND,NOT_FOUND
103917-35,103917,35,FOUND,NOT_FOUND
120077-9,120077,9,NOT_FOUND,NOT_FOUND
124209-62,124209,62,NOT_FOUND,FOUND
126721-49,126721,49,FOUND,FOUND
107784-44,107784,44,FOUND,FOUND
100459-55,100459,55,NOT_FOUND,NOT_FOUND
122441-6,122441,6,NOT_FOUND,NOT_FOUND
123476-35,123476,35,FOUND,FOUND
127996-60,127996,60,NOT_FOUND,FOUND
128964-63,128964,63,NOT_FOUND,NOT_FOUND
132551-43,132551,43,NOT_FOUND,NOT_FOUND
112058-7,112058,7,FOUND,FOUND
99648-36,99648,36,FOUND,NOT_FOUND
120560-19,120560,19,NOT_FOUND,NOT_FOUND
106434-15,106434,15,FOUND,FOUND
108765-23,108765,23,FOUND,NOT_FOUND
111997-31,111997,31,NOT_FOUND,NOT_FOUND
101975-15,101975,15,FOUND,FOUND
109217-40,109217,40,FOUND,NOT_FOUND
110588-32,110588,32,FOUND,FOUND
113467-21,113467,21,FOUND,NOT_FOUND
117262-27,117262,27,FOUND,NOT_FOUND
118016-15,118016,15,FOUND,NOT_FOUND
121321-5,121321,5,FOUND,FOUND
123401-65,123401,65,NOT_FOUND,FOUND
125299-34,125299,34,NOT_FOUND,NOT_FOUND
106826-17,106826,17,FOUND,NOT_FOUND
109111-24,109111,24,NOT_FOUND,NOT_FOUND
111166-17,111166,17,FOUND,FOUND
116107-31,116107,31,NOT_FOUND,NOT_FOUND
101536-49,101536,49,NOT_FOUND,NOT_FOUND
101637-9,101637,9,FOUND,FOUND
105211-19,105211,19,NOT_FOUND,NOT_FOUND
107851-19,107851,19,FOUND,FOUND
111193-30,111193,30,NOT_FOUND,NOT_FOUND
102781-64,102781,64,NOT_FOUND,NOT_FOUND
111366-28,111366,28,FOUND,FOUND
104429-40,104429,40,FOUND,NOT_FOUND
116607-24,116607,24,FOUND,NOT_FOUND
117956-17,117956,17,FOUND,NOT_FOUND
101055-19,101055,19,FOUND,NOT_FOUND
120786-45,120786,45,FOUND,NOT_FOUND
129138-44,129138,44,FOUND,FOUND
131112-29,131112,29,NOT_FOUND,NOT_FOUND
108202-49,108202,49,FOUND,FOUND
110610-21,110610,21,FOUND,NOT_FOUND
99765-5,99765,5,NOT_FOUND,NOT_FOUND
101982-30,101982,30,FOUND,NOT_FOUND
121650-65,121650,65,NOT_FOUND,FOUND
130717-44,130717,44,FOUND,NOT_FOUND
115633-49,115633,49,FOUND,FOUND
100493-10,100493,10,FOUND,NOT_FOUND
131550-45,131550,45,FOUND,FOUND
133010-49,133010,49,FOUND,FOUND
109130-55,109130,55,NOT_FOUND,NOT_FOUND
114479-19,114479,19,FOUND,NOT_FOUND
115241-21,115241,21,FOUND,NOT_FOUND
102695-54,102695,54,NOT_FOUND,NOT_FOUND
104358-58,104358,58,NOT_FOUND,NOT_FOUND
113309-9,113309,9,FOUND,NOT_FOUND
116054-20,116054,20,FOUND,NOT_FOUND
99496-5,99496,5,FOUND,NOT_FOUND
118189-57,118189,57,NOT_FOUND,NOT_FOUND
121799-43,121799,43,NOT_FOUND,NOT_FOUND
123217-9,123217,9,FOUND,NOT_FOUND
124780-19,124780,19,FOUND,NOT_FOUND
126184-19,126184,19,NOT_FOUND,NOT_FOUND
116437-30,116437,30,FOUND,NOT_FOUND
117084-14,117084,14,FOUND,FOUND
101220-52,101220,52,NOT_FOUND,NOT_FOUND
101607-58,101607,58,FOUND,FOUND
124632-58,124632,58,FOUND,FOUND
113881-6,113881,6,FOUND,FOUND
115448-49,115448,49,NOT_FOUND,NOT_FOUND
117361-23,117361,23,FOUND,FOUND
100777-58,100777,58,NOT_FOUND,NOT_FOUND
104982-58,104982,58,NOT_FOUND,NOT_FOUND
123063-19,123063,19,FOUND,FOUND
125900-60,125900,60,NOT_FOUND,FOUND
106118-55,106118,55,FOUND,NOT_FOUND
108752-23,108752,23,NOT_FOUND,NOT_FOUND
110361-58,110361,58,FOUND,NOT_FOUND
111935-49,111935,49,FOUND,FOUND
121580-52,121580,52,NOT_FOUND,NOT_FOUND
125117-46,125117,46,FOUND,NOT_FOUND
125230-9,125230,9,NOT_FOUND,NOT_FOUND
125680-48,125680,48,FOUND,NOT_FOUND
105659-65,105659,65,NOT_FOUND,FOUND
107358-62,107358,62,NOT_FOUND,FOUND
99718-58,99718,58,FOUND,FOUND
100244-19,100244,19,FOUND,NOT_FOUND
101048-20,101048,20,NOT_FOUND,NOT_FOUND
146998-29,146998,29,FOUND,NOT_FOUND
103583-35,103583,35,FOUND,NOT_FOUND
119788-30,119788,30,FOUND,FOUND
130972-52,130972,52,NOT_FOUND,NOT_FOUND
107876-44,107876,44,FOUND,NOT_FOUND
108756-58,108756,58,FOUND,NOT_FOUND
103369-48,103369,48,NOT_FOUND,NOT_FOUND
125694-27,125694,27,FOUND,NOT_FOUND
126311-49,126311,49,FOUND,FOUND
126710-22,126710,22,FOUND,NOT_FOUND
127697-17,127697,17,FOUND,FOUND
127715-9,127715,9,FOUND,NOT_FOUND
132060-14,132060,14,FOUND,FOUND
117885-60,117885,60,NOT_FOUND,NOT_FOUND
100037-14,100037,14,FOUND,FOUND
105792-57,105792,57,FOUND,FOUND
108340-60,108340,60,NOT_FOUND,FOUND
113000-49,113000,49,FOUND,FOUND
101499-30,101499,30,NOT_FOUND,NOT_FOUND
118823-20,118823,20,NOT_FOUND,NOT_FOUND
148157-40,148157,40,FOUND,FOUND
124964-49,124964,49,FOUND,FOUND
126172-9,126172,9,FOUND,FOUND
130690-29,130690,29,FOUND,FOUND
111638-14,111638,14,FOUND,FOUND
112049-49,112049,49,NOT_FOUND,NOT_FOUND
103708-9,103708,9,FOUND,FOUND
123644-6,123644,6,NOT_FOUND,NOT_FOUND
126156-11,126156,11,FOUND,FOUND
126970-17,126970,17,NOT_FOUND,NOT_FOUND
112903-10,112903,10,FOUND,NOT_FOUND
146068-27,146068,27,FOUND,FOUND
113391-30,113391,30,FOUND,FOUND
120759-14,120759,14,FOUND,NOT_FOUND
120948-19,120948,19,NOT_FOUND,NOT_FOUND
123671-30,123671,30,NOT_FOUND,NOT_FOUND
127623-24,127623,24,NOT_FOUND,NOT_FOUND
132094-29,132094,29,NOT_FOUND,NOT_FOUND
133098-44,133098,44,NOT_FOUND,NOT_FOUND
114232-23,114232,23,FOUND,NOT_FOUND
117525-6,117525,6,FOUND,NOT_FOUND
128381-49,128381,49,NOT_FOUND,NOT_FOUND
108159-6,108159,6,FOUND,FOUND
109003-49,109003,49,NOT_FOUND,NOT_FOUND
104235-36,104235,36,FOUND,NOT_FOUND
119142-20,119142,20,FOUND,FOUND
123108-64,123108,64,NOT_FOUND,FOUND
130210-52,130210,52,NOT_FOUND,NOT_FOUND
131677-6,131677,6,NOT_FOUND,NOT_FOUND
132967-45,132967,45,FOUND,FOUND
109824-35,109824,35,FOUND,NOT_FOUND
105160-9,105160,9,FOUND,NOT_FOUND
118453-23,118453,23,FOUND,FOUND
121170-18,121170,18,NOT_FOUND,NOT_FOUND
121595-52,121595,52,NOT_FOUND,NOT_FOUND
125574-44,125574,44,NOT_FOUND,NOT_FOUND
126056-23,126056,23,NOT_FOUND,NOT_FOUND
126153-10,126153,10,FOUND,FOUND
100176-19,100176,19,FOUND,FOUND
100969-19,100969,19,NOT_FOUND,NOT_FOUND
101466-24,101466,24,FOUND,FOUND
102133-31,102133,31,NOT_FOUND,NOT_FOUND
105043-17,105043,17,NOT_FOUND,NOT_FOUND
127171-34,127171,34,FOUND,NOT_FOUND
128002-4,128002,4,FOUND,FOUND
128818-6,128818,6,NOT_FOUND,NOT_FOUND
129627-52,129627,52,NOT_FOUND,NOT_FOUND
130361-52,130361,52,NOT_FOUND,NOT_FOUND
106164-44,106164,44,NOT_FOUND,NOT_FOUND
127872-55,127872,55,FOUND,FOUND
116626-36,116626,36,FOUND,NOT_FOUND
121556-52,121556,52,NOT_FOUND,NOT_FOUND
125335-35,125335,35,FOUND,FOUND
128562-36,128562,36,NOT_FOUND,NOT_FOUND
130538-20,130538,20,FOUND,FOUND
132784-27,132784,27,FOUND,NOT_FOUND
111014-64,111014,64,NOT_FOUND,FOUND
115843-17,115843,17,NOT_FOUND,NOT_FOUND
117711-58,117711,58,NOT_FOUND,NOT_FOUND
101138-10,101138,10,NOT_FOUND,NOT_FOUND
102788-49,102788,49,FOUND,FOUND
103482-35,103482,35,FOUND,FOUND
119649-17,119649,17,FOUND,FOUND
123109-49,123109,49,FOUND,FOUND
128136-30,128136,30,FOUND,FOUND
105997-29,105997,29,FOUND,NOT_FOUND
106462-15,106462,15,FOUND,NOT_FOUND
108184-19,108184,19,NOT_FOUND,NOT_FOUND
108452-29,108452,29,FOUND,FOUND
112005-23,112005,23,FOUND,FOUND
112373-34,112373,34,NOT_FOUND,NOT_FOUND
116749-6,116749,6,FOUND,FOUND
101635-63,101635,63,NOT_FOUND,NOT_FOUND
118422-9,118422,9,FOUND,NOT_FOUND
124823-36,124823,36,FOUND,NOT_FOUND
125638-28,125638,28,FOUND,NOT_FOUND
129410-23,129410,23,NOT_FOUND,NOT_FOUND
105787-32,105787,32,NOT_FOUND,NOT_FOUND
112678-9,112678,9,FOUND,FOUND
115685-39,115685,39,FOUND,FOUND
101596-31,101596,31,FOUND,NOT_FOUND
101907-40,101907,40,NOT_FOUND,NOT_FOUND
102652-45,102652,45,FOUND,FOUND
104982-22,104982,22,FOUND,NOT_FOUND
119989-17,119989,17,FOUND,FOUND
126050-46,126050,46,FOUND,NOT_FOUND
110912-6,110912,6,FOUND,FOUND
113283-9,113283,9,FOUND,NOT_FOUND
113554-49,113554,49,FOUND,FOUND
116363-58,116363,58,NOT_FOUND,NOT_FOUND
100953-49,100953,49,NOT_FOUND,NOT_FOUND
101763-59,101763,59,NOT_FOUND,NOT_FOUND
123110-26,123110,26,FOUND,FOUND
130598-6,130598,6,FOUND,FOUND
131607-29,131607,29,NOT_FOUND,NOT_FOUND
105520-49,105520,49,FOUND,FOUND
117801-60,117801,60,NOT_FOUND,FOUND
117946-39,117946,39,FOUND,FOUND
99791-38,99791,38,FOUND,NOT_FOUND
119136-45,119136,45,FOUND,NOT_FOUND
133276-31,133276,31,NOT_FOUND,NOT_FOUND
105836-5,105836,5,FOUND,FOUND
116695-36,116695,36,FOUND,NOT_FOUND
124550-21,124550,21,NOT_FOUND,NOT_FOUND
106498-23,106498,23,FOUND,NOT_FOUND
107172-7,107172,7,FOUND,FOUND
110816-38,110816,38,NOT_FOUND,NOT_FOUND
111576-20,111576,20,FOUND,FOUND
114017-10,114017,10,FOUND,NOT_FOUND
116693-49,116693,49,FOUND,FOUND
116862-17,116862,17,FOUND,NOT_FOUND
117253-48,117253,48,FOUND,NOT_FOUND
118033-49,118033,49,NOT_FOUND,NOT_FOUND
120661-45,120661,45,FOUND,NOT_FOUND
122069-28,122069,28,FOUND,FOUND
124933-6,124933,6,FOUND,NOT_FOUND
106956-48,106956,48,FOUND,NOT_FOUND
115854-27,115854,27,FOUND,NOT_FOUND
117301-49,117301,49,NOT_FOUND,NOT_FOUND
119089-28,119089,28,FOUND,NOT_FOUND
122430-60,122430,60,NOT_FOUND,FOUND
125512-49,125512,49,NOT_FOUND,NOT_FOUND
132310-62,132310,62,NOT_FOUND,NOT_FOUND
112598-58,112598,58,FOUND,FOUND
113554-19,113554,19,FOUND,NOT_FOUND
101784-21,101784,21,NOT_FOUND,NOT_FOUND
102407-49,102407,49,NOT_FOUND,NOT_FOUND
121471-63,121471,63,NOT_FOUND,FOUND
125307-59,125307,59,NOT_FOUND,FOUND
125332-57,125332,57,NOT_FOUND,NOT_FOUND
126475-60,126475,60,NOT_FOUND,FOUND
109466-6,109466,6,NOT_FOUND,NOT_FOUND
113750-58,113750,58,NOT_FOUND,NOT_FOUND
113830-65,113830,65,NOT_FOUND,FOUND
105081-9,105081,9,FOUND,FOUND
123687-10,123687,10,FOUND,NOT_FOUND
131269-30,131269,30,FOUND,FOUND
115865-27,115865,27,FOUND,NOT_FOUND
102390-9,102390,9,FOUND,NOT_FOUND
104601-43,104601,43,NOT_FOUND,NOT_FOUND
119288-32,119288,32,FOUND,FOUND
119443-21,119443,21,FOUND,FOUND
123846-54,123846,54,FOUND,FOUND
125608-30,125608,30,FOUND,NOT_FOUND
132679-19,132679,19,FOUND,NOT_FOUND
107365-45,107365,45,FOUND,NOT_FOUND
113457-26,113457,26,FOUND,FOUND
100624-46,100624,46,FOUND,FOUND
100639-14,100639,14,FOUND,FOUND
105050-39,105050,39,NOT_FOUND,NOT_FOUND
122240-63,122240,63,NOT_FOUND,NOT_FOUND
131481-29,131481,29,FOUND,NOT_FOUND
132800-63,132800,63,NOT_FOUND,NOT_FOUND
143820-52,143820,52,NOT_FOUND,NOT_FOUND
113263-58,113263,58,FOUND,FOUND
124787-38,124787,38,FOUND,FOUND
107191-39,107191,39,NOT_FOUND,NOT_FOUND
107939-14,107939,14,FOUND,FOUND
109303-23,109303,23,NOT_FOUND,NOT_FOUND
111258-58,111258,58,NOT_FOUND,NOT_FOUND
100243-59,100243,59,NOT_FOUND,FOUND
119157-22,119157,22,NOT_FOUND,NOT_FOUND
122607-49,122607,49,NOT_FOUND,NOT_FOUND
106057-9,106057,9,NOT_FOUND,NOT_FOUND
116746-20,116746,20,FOUND,FOUND
99630-60,99630,60,NOT_FOUND,FOUND
100327-49,100327,49,FOUND,FOUND
122849-9,122849,9,NOT_FOUND,NOT_FOUND
126221-24,126221,24,FOUND,NOT_FOUND
127354-36,127354,36,FOUND,NOT_FOUND
105003-22,105003,22,FOUND,NOT_FOUND
119483-60,119483,60,NOT_FOUND,NOT_FOUND
114042-16,114042,16,FOUND,NOT_FOUND
115876-27,115876,27,FOUND,FOUND
116276-45,116276,45,NOT_FOUND,NOT_FOUND
101923-65,101923,65,NOT_FOUND,FOUND
130878-52,130878,52,NOT_FOUND,NOT_FOUND
112521-39,112521,39,FOUND,FOUND
102721-19,102721,19,NOT_FOUND,NOT_FOUND
126750-35,126750,35,FOUND,NOT_FOUND
130708-64,130708,64,NOT_FOUND,FOUND
113548-54,113548,54,NOT_FOUND,NOT_FOUND
114511-27,114511,27,FOUND,NOT_FOUND
114909-14,114909,14,FOUND,FOUND
122579-49,122579,49,FOUND,FOUND
129989-52,129989,52,NOT_FOUND,NOT_FOUND
131788-64,131788,64,NOT_FOUND,FOUND
